(82, 60):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(78, 64):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(65, 84):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 73):  	connectivity: 2,  	local depth: 19,  	global depth: 57
(87, 65):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(83, 65):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(92, 58):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(87, 69):  	connectivity: 3,  	local depth: 15,  	global depth: 57
(81, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(78, 70):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(91, 66):  	connectivity: 1,  	local depth: 13,  	global depth: 71
(82, 67):  	connectivity: 2,  	local depth: 28,  	global depth: 45
(96, 60):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(64, 83):  	connectivity: 2,  	local depth: 15,  	global depth: 69
(61, 89):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(99, 62):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 86):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(81, 61):  	connectivity: 4,  	local depth: 18,  	global depth: 47
(78, 73):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(90, 64):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(94, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(82, 73):  	connectivity: 3,  	local depth: 19,  	global depth: 47
(97, 72):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(97, 56):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(93, 72):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(58, 92):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 91):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(97, 47):  	connectivity: 1,  	local depth: 14,  	global depth: 73
(97, 65):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(86, 74):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(93, 69):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(72, 71):  	connectivity: 1,  	local depth: 8,  	global depth: 83
(56, 95):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(62, 93):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(54, 90):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(85, 71):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(92, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(92, 67):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(67, 85):  	connectivity: 1,  	local depth: 8,  	global depth: 83
(92, 53):  	connectivity: 2,  	local depth: 16,  	global depth: 59
(92, 65):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(71, 72):  	connectivity: 2,  	local depth: 18,  	global depth: 57
(89, 72):  	connectivity: 1,  	local depth: 13,  	global depth: 71
(96, 69):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(91, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(87, 57):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(78, 59):  	connectivity: 1,  	local depth: 18,  	global depth: 61
(83, 64):  	connectivity: 2,  	local depth: 24,  	global depth: 45
(75, 73):  	connectivity: 2,  	local depth: 12,  	global depth: 69
