(81, 98):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(98, 87):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(43, 85):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 68):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(38, 77):  	connectivity: 3,  	local depth: 14,  	global depth: 14
(56, 55):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(95, 90):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(53, 60):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(77, 78):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(53, 63):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(77, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(62, 69):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(87, 89):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(67, 75):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(53, 68):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(87, 95):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(87, 98):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(93, 85):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(36, 80):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(90, 91):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(62, 84):  	connectivity: 2,  	local depth: 14,  	global depth: 22
(50, 64):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(57, 72):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(75, 85):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(57, 73):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(81, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(50, 67):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(81, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(57, 77):  	connectivity: 2,  	local depth: 14,  	global depth: 23
(65, 83):  	connectivity: 2,  	local depth: 9,  	global depth: 27
(81, 68):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(51, 83):  	connectivity: 2,  	local depth: 14,  	global depth: 23
(24, 94):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(81, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 81):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(92, 88):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(71, 68):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(71, 70):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(61, 63):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(61, 64):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(71, 72):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(38, 74):  	connectivity: 3,  	local depth: 14,  	global depth: 14
(61, 72):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(21, 90):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(61, 76):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(69, 69):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(98, 91):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(41, 72):  	connectivity: 2,  	local depth: 16,  	global depth: 16
(89, 91):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(82, 73):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(59, 69):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(72, 66):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 79):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(69, 80):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(47, 78):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(56, 59):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(56, 74):  	connectivity: 1,  	local depth: 11,  	global depth: 30
(34, 84):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(41, 78):  	connectivity: 2,  	local depth: 16,  	global depth: 16
(59, 82):  	connectivity: 2,  	local depth: 19,  	global depth: 19
(96, 84):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(80, 73):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(23, 97):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(72, 84):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(82, 93):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(70, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 78):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(42, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 83):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(70, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(44, 80):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(70, 83):  	connectivity: 1,  	local depth: 8,  	global depth: 34
(60, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(70, 84):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(26, 88):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(73, 72):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(46, 83):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(58, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(56, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(26, 91):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(35, 73):  	connectivity: 1,  	local depth: 16,  	global depth: 20
(57, 85):  	connectivity: 3,  	local depth: 14,  	global depth: 18
(73, 78):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(35, 77):  	connectivity: 1,  	local depth: 16,  	global depth: 20
(40, 83):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(73, 81):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(58, 70):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(54, 79):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(26, 98):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(58, 71):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(63, 79):  	connectivity: 2,  	local depth: 6,  	global depth: 6
