(36, 42):  	connectivity: 2,  	local depth: 19,  	global depth: 94
(46, 19):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(56, 23):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(76, 42):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 38):  	connectivity: 3,  	local depth: 27,  	global depth: 72
(79, 33):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(69, 27):  	connectivity: 3,  	local depth: 12,  	global depth: 21
(79, 37):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(56, 33):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(72, 18):  	connectivity: 2,  	local depth: 19,  	global depth: 103
(33, 48):  	connectivity: 1,  	local depth: 8,  	global depth: 134
(51, 19):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(79, 42):  	connectivity: 3,  	local depth: 14,  	global depth: 14
(46, 33):  	connectivity: 2,  	local depth: 14,  	global depth: 124
(69, 37):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(80, 20):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 27):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 34):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(79, 50):  	connectivity: 1,  	local depth: 11,  	global depth: 24
(37, 18):  	connectivity: 2,  	local depth: 18,  	global depth: 98
(80, 25):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(49, 23):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 30):  	connectivity: 1,  	local depth: 13,  	global depth: 28
(72, 41):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(49, 28):  	connectivity: 1,  	local depth: 11,  	global depth: 145
(52, 10):  	connectivity: 2,  	local depth: 19,  	global depth: 103
(80, 37):  	connectivity: 2,  	local depth: 16,  	global depth: 16
(57, 33):  	connectivity: 1,  	local depth: 8,  	global depth: 133
(49, 31):  	connectivity: 2,  	local depth: 14,  	global depth: 124
(50, 15):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(49, 35):  	connectivity: 3,  	local depth: 14,  	global depth: 105
(76, 11):  	connectivity: 1,  	local depth: 11,  	global depth: 156
(70, 36):  	connectivity: 1,  	local depth: 8,  	global depth: 26
(32, 9):  	connectivity: 1,  	local depth: 13,  	global depth: 139
(80, 46):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(63, 18):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(63, 21):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(32, 13):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(35, 10):  	connectivity: 3,  	local depth: 12,  	global depth: 118
(36, 24):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(63, 25):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(41, 11):  	connectivity: 1,  	local depth: 10,  	global depth: 136
(41, 12):  	connectivity: 1,  	local depth: 11,  	global depth: 158
(32, 31):  	connectivity: 2,  	local depth: 11,  	global depth: 122
(66, 16):  	connectivity: 2,  	local depth: 11,  	global depth: 26
(52, 20):  	connectivity: 1,  	local depth: 21,  	global depth: 97
(41, 15):  	connectivity: 3,  	local depth: 13,  	global depth: 115
(52, 21):  	connectivity: 2,  	local depth: 11,  	global depth: 24
(34, 35):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 16):  	connectivity: 2,  	local depth: 14,  	global depth: 135
