(44, 64):  	connectivity: 1,  	local depth: 11,  	global depth: 101
(30, 67):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(30, 88):  	connectivity: 2,  	local depth: 16,  	global depth: 54
(35, 98):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(35, 99):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(20, 76):  	connectivity: 1,  	local depth: 10,  	global depth: 80
(38, 59):  	connectivity: 2,  	local depth: 19,  	global depth: 72
(38, 64):  	connectivity: 3,  	local depth: 20,  	global depth: 69
(38, 70):  	connectivity: 2,  	local depth: 17,  	global depth: 54
(43, 81):  	connectivity: 1,  	local depth: 8,  	global depth: 149
(20, 96):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(43, 82):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(42, 57):  	connectivity: 2,  	local depth: 14,  	global depth: 84
(20, 99):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(48, 98):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(38, 84):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(38, 91):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(38, 92):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(38, 95):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(28, 81):  	connectivity: 1,  	local depth: 10,  	global depth: 80
(27, 58):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(42, 83):  	connectivity: 2,  	local depth: 14,  	global depth: 48
(28, 88):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(42, 87):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 64):  	connectivity: 3,  	local depth: 20,  	global depth: 77
(28, 92):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(27, 67):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(27, 68):  	connectivity: 2,  	local depth: 14,  	global depth: 92
(28, 95):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(23, 88):  	connectivity: 3,  	local depth: 12,  	global depth: 60
(42, 96):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(27, 72):  	connectivity: 1,  	local depth: 11,  	global depth: 109
(31, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(36, 67):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(36, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 94):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(31, 70):  	connectivity: 2,  	local depth: 13,  	global depth: 60
(32, 98):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(45, 71):  	connectivity: 2,  	local depth: 14,  	global depth: 50
(36, 85):  	connectivity: 2,  	local depth: 17,  	global depth: 50
(21, 62):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 78):  	connectivity: 2,  	local depth: 14,  	global depth: 48
(21, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(36, 95):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(31, 88):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(21, 72):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(21, 76):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(39, 56):  	connectivity: 2,  	local depth: 17,  	global depth: 77
(40, 84):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(21, 82):  	connectivity: 1,  	local depth: 13,  	global depth: 72
(34, 56):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 99):  	connectivity: 2,  	local depth: 6,  	global depth: 6
