(59, 7):  	connectivity: 2,  	local depth: 21,  	global depth: 25
(79, 24):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(69, 17):  	connectivity: 3,  	local depth: 19,  	global depth: 23
(56, 22):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 28):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(82, 17):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(66, 34):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(59, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 31):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(82, 20):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(59, 17):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(72, 14):  	connectivity: 2,  	local depth: 16,  	global depth: 29
(70, 0):  	connectivity: 2,  	local depth: 14,  	global depth: 31
(45, 34):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(82, 24):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(40, 41):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(85, 13):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 13):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(59, 26):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(83, 2):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(69, 35):  	connectivity: 1,  	local depth: 11,  	global depth: 19
(69, 36):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(49, 20):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(82, 32):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(56, 42):  	connectivity: 1,  	local depth: 8,  	global depth: 22
(60, 3):  	connectivity: 3,  	local depth: 15,  	global depth: 28
(59, 32):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(73, 0):  	connectivity: 1,  	local depth: 11,  	global depth: 40
(49, 24):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(80, 24):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(86, 2):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(83, 17):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(42, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 43):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(60, 16):  	connectivity: 1,  	local depth: 5,  	global depth: 5
