(36, 8):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(60, 19):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(30, 23):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(43, 4):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(45, 10):  	connectivity: 1,  	local depth: 8,  	global depth: 23
(36, 12):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(54, 35):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 37):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(30, 27):  	connectivity: 2,  	local depth: 14,  	global depth: 31
(60, 25):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(30, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(39, 41):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 41):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(53, 12):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(58, 31):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(54, 37):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(27, 10):  	connectivity: 1,  	local depth: 8,  	global depth: 73
(29, 33):  	connectivity: 2,  	local depth: 17,  	global depth: 25
(19, 63):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(24, 60):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 25):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 18):  	connectivity: 1,  	local depth: 10,  	global depth: 23
(29, 40):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 4):  	connectivity: 1,  	local depth: 13,  	global depth: 21
(52, 42):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(26, 56):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(53, 26):  	connectivity: 2,  	local depth: 9,  	global depth: 18
(44, 8):  	connectivity: 3,  	local depth: 15,  	global depth: 15
(43, 19):  	connectivity: 1,  	local depth: 10,  	global depth: 23
(52, 43):  	connectivity: 2,  	local depth: 24,  	global depth: 37
(30, 47):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 20):  	connectivity: 2,  	local depth: 17,  	global depth: 30
(51, 29):  	connectivity: 1,  	local depth: 8,  	global depth: 23
(61, 24):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(58, 26):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(30, 50):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(53, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(20, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(57, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(20, 58):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(31, 26):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 39):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(45, 41):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(20, 63):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(30, 4):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(47, 49):  	connectivity: 2,  	local depth: 24,  	global depth: 39
(29, 19):  	connectivity: 3,  	local depth: 12,  	global depth: 34
(54, 17):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 49):  	connectivity: 2,  	local depth: 19,  	global depth: 43
(57, 27):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(30, 11):  	connectivity: 1,  	local depth: 11,  	global depth: 50
(34, 4):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(30, 19):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(53, 52):  	connectivity: 1,  	local depth: 14,  	global depth: 55
(34, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(31, 43):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 52):  	connectivity: 2,  	local depth: 17,  	global depth: 47
(59, 34):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(26, 43):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(34, 51):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 37):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(31, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(30, 15):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(30, 16):  	connectivity: 2,  	local depth: 11,  	global depth: 41
(28, 37):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(57, 37):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(46, 31):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 5):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(50, 46):  	connectivity: 4,  	local depth: 20,  	global depth: 33
(25, 65):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(21, 51):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(50, 38):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(46, 36):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(46, 37):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(46, 38):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(44, 46):  	connectivity: 2,  	local depth: 19,  	global depth: 43
(40, 8):  	connectivity: 2,  	local depth: 11,  	global depth: 19
(32, 31):  	connectivity: 2,  	local depth: 14,  	global depth: 34
(21, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 33):  	connectivity: 3,  	local depth: 19,  	global depth: 19
(32, 34):  	connectivity: 2,  	local depth: 11,  	global depth: 39
(33, 15):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(40, 15):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(32, 37):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(38, 23):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 38):  	connectivity: 2,  	local depth: 9,  	global depth: 46
(12, 53):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(22, 63):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 47):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(56, 20):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 40):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(28, 63):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 41):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(32, 47):  	connectivity: 1,  	local depth: 8,  	global depth: 55
(40, 26):  	connectivity: 1,  	local depth: 11,  	global depth: 33
(26, 4):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(38, 36):  	connectivity: 2,  	local depth: 17,  	global depth: 25
(39, 5):  	connectivity: 1,  	local depth: 11,  	global depth: 25
(40, 31):  	connectivity: 2,  	local depth: 17,  	global depth: 25
(38, 37):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(38, 41):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(50, 34):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(21, 54):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(39, 13):  	connectivity: 2,  	local depth: 9,  	global depth: 61
(50, 9):  	connectivity: 2,  	local depth: 9,  	global depth: 18
(55, 33):  	connectivity: 2,  	local depth: 20,  	global depth: 43
(41, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(38, 47):  	connectivity: 1,  	local depth: 11,  	global depth: 33
(46, 5):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(23, 54):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(40, 41):  	connectivity: 1,  	local depth: 8,  	global depth: 69
(26, 21):  	connectivity: 1,  	local depth: 13,  	global depth: 43
(57, 40):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 28):  	connectivity: 2,  	local depth: 17,  	global depth: 25
(32, 7):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(46, 14):  	connectivity: 2,  	local depth: 15,  	global depth: 15
(40, 46):  	connectivity: 1,  	local depth: 14,  	global depth: 55
(17, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 33):  	connectivity: 3,  	local depth: 19,  	global depth: 19
