(24, 83),(30, 83),[]
(24, 97),(34, 89),[]
(26, 67),(26, 79),[]
(55, 84),(51, 84),[]
(5, 48),(8, 48),[]
(17, 68),(14, 68),[]
(2, 55),(2, 60),[]
(18, 80),(29, 79),[]
(40, 95),(35, 90),[(40, 92)]
(35, 98),(35, 95),[]
(16, 96),(17, 93),[]
(29, 73),(26, 73),[]
(16, 85),(16, 79),[]
(46, 71),(46, 74),[]
(52, 79),(49, 80),[]
(44, 78),(47, 77),[]
(36, 84),(33, 86),[]
(7, 55),(10, 55),[]
(13, 86),(16, 86),[]
(38, 75),(38, 79),[]
(36, 95),(27, 95),[]
(34, 79),(38, 79),[]
(22, 71),(20, 74),[]
(13, 80),(17, 78),[]
(38, 79),(40, 84),[]
(30, 76),(30, 79),[]
(54, 76),(54, 79),[]
(21, 84),(21, 80),[]
(36, 69),(26, 69),[]
(36, 95),(40, 95),[]
(46, 74),(51, 85),[]
(24, 83),(21, 83),[]
(27, 99),(28, 96),[]
(18, 89),(16, 92),[]
(43, 71),(46, 71),[]
(51, 72),(51, 75),[]
(14, 70),(18, 80),[]
(5, 58),(11, 58),[]
(8, 66),(8, 63),[]
(42, 67),(42, 71),[]
(16, 85),(18, 89),[]
(51, 89),(50, 86),[]
(40, 71),(43, 71),[]
(21, 90),(25, 90),[]
(21, 77),(21, 73),[]
(29, 79),(35, 90),[]
(2, 60),(5, 63),[]
(5, 63),(12, 62),[]
(51, 85),(40, 92),[]
(13, 95),(16, 95),[]
(41, 77),(46, 77),[]
(21, 77),(21, 80),[]
(34, 79),(29, 79),[]
(33, 74),(33, 69),[]
(14, 67),(14, 70),[]
(12, 48),(9, 49),[]
(17, 99),(16, 96),[]
(25, 90),(28, 94),[]
(14, 91),(24, 97),[]
(21, 90),(18, 89),[]
(30, 76),(30, 73),[]
(20, 68),(25, 68),[]
(40, 84),(44, 89),[]
(51, 75),(47, 76),[]
(31, 98),(27, 95),[]
(43, 82),(40, 83),[]
(41, 77),(38, 77),[]
(20, 68),(17, 68),[]
(56, 80),(52, 79),[]
(41, 74),(41, 77),[]
(41, 74),(41, 71),[]
(43, 82),(50, 82),[]
(13, 45),(12, 48),[]
(4, 66),(5, 63),[]
(27, 84),(31, 83),[]
(22, 71),(26, 67),[]
(47, 67),(46, 71),[]
(29, 73),(33, 73),[]
(5, 58),(2, 58),[]
(20, 74),(16, 74),[]
(3, 56),(14, 67),[]
