(21, 52):  	connectivity: 1,  	local depth: 8,  	global depth: 23
(11, 83):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(15, 62):  	connectivity: 1,  	local depth: 8,  	global depth: 23
(15, 63):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(35, 57):  	connectivity: 2,  	local depth: 9,  	global depth: 39
(2, 64):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(27, 81):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(33, 67):  	connectivity: 2,  	local depth: 11,  	global depth: 33
(0, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(5, 76):  	connectivity: 2,  	local depth: 12,  	global depth: 21
(35, 63):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 72):  	connectivity: 2,  	local depth: 17,  	global depth: 30
(14, 60):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(15, 65):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 71):  	connectivity: 2,  	local depth: 14,  	global depth: 29
(3, 63):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(47, 89):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(11, 80):  	connectivity: 2,  	local depth: 11,  	global depth: 38
(15, 69):  	connectivity: 1,  	local depth: 8,  	global depth: 51
(35, 74):  	connectivity: 2,  	local depth: 14,  	global depth: 27
(29, 53):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(25, 53):  	connectivity: 2,  	local depth: 9,  	global depth: 18
(38, 46):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(39, 88):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(8, 76):  	connectivity: 1,  	local depth: 8,  	global depth: 54
(32, 55):  	connectivity: 1,  	local depth: 8,  	global depth: 47
(8, 79):  	connectivity: 2,  	local depth: 9,  	global depth: 45
(27, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(26, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(15, 73):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(3, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(15, 74):  	connectivity: 3,  	local depth: 15,  	global depth: 15
(3, 82):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(38, 53):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(30, 44):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(24, 82):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(32, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(8, 83):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(29, 63):  	connectivity: 1,  	local depth: 13,  	global depth: 39
(2, 71):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(26, 56):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(0, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(38, 61):  	connectivity: 2,  	local depth: 11,  	global depth: 33
(14, 78):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(29, 69):  	connectivity: 2,  	local depth: 16,  	global depth: 29
(42, 91):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(38, 64):  	connectivity: 2,  	local depth: 14,  	global depth: 29
(0, 64):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(30, 63):  	connectivity: 1,  	local depth: 11,  	global depth: 15
