(36, 16):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(25, 25):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(39, 29):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(35, 9):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(36, 21):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(36, 22):  	connectivity: 2,  	local depth: 16,  	global depth: 16
(42, 22):  	connectivity: 3,  	local depth: 12,  	global depth: 16
(35, 8):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(33, 25):  	connectivity: 2,  	local depth: 12,  	global depth: 27
(45, 29):  	connectivity: 1,  	local depth: 8,  	global depth: 74
(38, 9):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(35, 11):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(32, 8):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(44, 0):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(26, 1):  	connectivity: 2,  	local depth: 14,  	global depth: 48
(27, 14):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(36, 29):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(33, 30):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(49, 15):  	connectivity: 2,  	local depth: 14,  	global depth: 47
(49, 16):  	connectivity: 1,  	local depth: 11,  	global depth: 26
(35, 14):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(44, 3):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(24, 13):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(32, 3):  	connectivity: 3,  	local depth: 17,  	global depth: 39
(30, 21):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(26, 6):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(30, 25):  	connectivity: 2,  	local depth: 13,  	global depth: 22
(38, 15):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(40, 2):  	connectivity: 2,  	local depth: 19,  	global depth: 38
(39, 22):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(49, 25):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(46, 4):  	connectivity: 2,  	local depth: 17,  	global depth: 39
(32, 10):  	connectivity: 2,  	local depth: 16,  	global depth: 46
(30, 28):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(38, 6):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(48, 9):  	connectivity: 2,  	local depth: 14,  	global depth: 42
(35, 21):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(23, 0):  	connectivity: 1,  	local depth: 11,  	global depth: 59
(39, 25):  	connectivity: 1,  	local depth: 8,  	global depth: 34
(27, 30):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(26, 19):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(51, 21):  	connectivity: 2,  	local depth: 11,  	global depth: 54
(23, 5):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(43, 3):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 9):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(48, 12):  	connectivity: 1,  	local depth: 8,  	global depth: 28
(29, 18):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(29, 19):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(29, 21):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(46, 18):  	connectivity: 2,  	local depth: 11,  	global depth: 20
(43, 10):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(23, 15):  	connectivity: 2,  	local depth: 14,  	global depth: 23
(25, 9):  	connectivity: 1,  	local depth: 8,  	global depth: 66
(28, 2):  	connectivity: 1,  	local depth: 8,  	global depth: 35
(46, 23):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(26, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(23, 18):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(42, 13):  	connectivity: 2,  	local depth: 9,  	global depth: 22
(43, 13):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(25, 8):  	connectivity: 2,  	local depth: 9,  	global depth: 28
(28, 10):  	connectivity: 2,  	local depth: 12,  	global depth: 55
(48, 27):  	connectivity: 2,  	local depth: 9,  	global depth: 63
(36, 3):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(23, 25):  	connectivity: 3,  	local depth: 15,  	global depth: 19
(31, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(23, 28):  	connectivity: 1,  	local depth: 13,  	global depth: 26
(47, 0):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 25):  	connectivity: 1,  	local depth: 13,  	global depth: 22
(25, 22):  	connectivity: 1,  	local depth: 3,  	global depth: 3
