(87, 76):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(51, 90):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(75, 53):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(87, 6):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(96, 17):  	connectivity: 1,  	local depth: 11,  	global depth: 33
(96, 15):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(71, 26):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(87, 10):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(75, 59):  	connectivity: 3,  	local depth: 17,  	global depth: 39
(90, 72):  	connectivity: 1,  	local depth: 10,  	global depth: 18
(87, 85):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(87, 13):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(58, 37):  	connectivity: 1,  	local depth: 10,  	global depth: 19
(84, 29):  	connectivity: 2,  	local depth: 17,  	global depth: 25
(65, 58):  	connectivity: 2,  	local depth: 9,  	global depth: 62
(61, 26):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(75, 67):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(55, 61):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(91, 83):  	connectivity: 1,  	local depth: 10,  	global depth: 18
(44, 90):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(74, 27):  	connectivity: 2,  	local depth: 9,  	global depth: 17
(75, 74):  	connectivity: 1,  	local depth: 8,  	global depth: 74
(84, 39):  	connectivity: 1,  	local depth: 11,  	global depth: 33
(44, 91):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(81, 51):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(65, 68):  	connectivity: 2,  	local depth: 14,  	global depth: 44
(74, 34):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(61, 38):  	connectivity: 3,  	local depth: 10,  	global depth: 14
(71, 47):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(85, 16):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(65, 72):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(98, 84):  	connectivity: 1,  	local depth: 10,  	global depth: 18
(88, 77):  	connectivity: 1,  	local depth: 10,  	global depth: 18
(95, 92):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(61, 42):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(90, 95):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(82, 32):  	connectivity: 3,  	local depth: 19,  	global depth: 19
(47, 85):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(74, 43):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(61, 50):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(91, 75):  	connectivity: 3,  	local depth: 13,  	global depth: 13
(81, 67):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(85, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 22
(95, 82):  	connectivity: 1,  	local depth: 8,  	global depth: 66
(88, 88):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(43, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 90):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(58, 66):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(82, 43):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(92, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(61, 60):  	connectivity: 2,  	local depth: 11,  	global depth: 56
(43, 88):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(58, 73):  	connectivity: 3,  	local depth: 10,  	global depth: 10
(71, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(97, 19):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(97, 78):  	connectivity: 2,  	local depth: 12,  	global depth: 12
(91, 15):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(54, 70):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(71, 72):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(71, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(84, 70):  	connectivity: 2,  	local depth: 12,  	global depth: 55
(82, 55):  	connectivity: 2,  	local depth: 17,  	global depth: 39
(61, 69):  	connectivity: 2,  	local depth: 14,  	global depth: 49
(82, 58):  	connectivity: 2,  	local depth: 14,  	global depth: 42
(61, 70):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(72, 52):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(65, 32):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(75, 42):  	connectivity: 3,  	local depth: 15,  	global depth: 23
(54, 78):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(85, 51):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(78, 32):  	connectivity: 3,  	local depth: 19,  	global depth: 19
(82, 65):  	connectivity: 2,  	local depth: 14,  	global depth: 47
(68, 26):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(55, 67):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(62, 56):  	connectivity: 2,  	local depth: 9,  	global depth: 65
(72, 65):  	connectivity: 3,  	local depth: 15,  	global depth: 41
(83, 46):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(62, 58):  	connectivity: 1,  	local depth: 8,  	global depth: 73
(72, 67):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(72, 69):  	connectivity: 2,  	local depth: 16,  	global depth: 40
(63, 34):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(85, 67):  	connectivity: 2,  	local depth: 16,  	global depth: 46
(70, 55):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(60, 47):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(60, 49):  	connectivity: 1,  	local depth: 10,  	global depth: 19
(54, 96):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 58):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(70, 61):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(62, 71):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(96, 71):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(76, 40):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(70, 64):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(63, 47):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(76, 44):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(80, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(73, 58):  	connectivity: 2,  	local depth: 14,  	global depth: 53
(76, 49):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(64, 26):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(73, 62):  	connectivity: 2,  	local depth: 16,  	global depth: 46
(66, 42):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(76, 53):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(94, 21):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(53, 87):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 29):  	connectivity: 1,  	local depth: 19,  	global depth: 27
(59, 30):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(92, 86):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(90, 27):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(66, 52):  	connectivity: 1,  	local depth: 13,  	global depth: 31
(94, 81):  	connectivity: 3,  	local depth: 13,  	global depth: 13
(50, 83):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(77, 34):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(67, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(76, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(97, 11):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 36):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(67, 28):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(77, 37):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(94, 10):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 54):  	connectivity: 2,  	local depth: 19,  	global depth: 38
(66, 58):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(50, 88):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(94, 76):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 61):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(57, 26):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(67, 35):  	connectivity: 2,  	local depth: 6,  	global depth: 6
