(30, 78),(26, 74),[]
(28, 84),(33, 84),[]
(33, 80),(33, 71),[]
(32, 83),(34, 86),[]
(56, 50),(56, 46),[]
(34, 71),(20, 71),[]
(9, 79),(11, 74),[]
(65, 99),(53, 88),[]
(20, 77),(20, 66),[]
(77, 98),(77, 94),[]
(11, 74),(17, 69),[]
(25, 88),(25, 83),[]
(56, 46),(51, 46),[]
(67, 98),(70, 96),[]
(42, 82),(42, 87),[]
(25, 83),(20, 77),[]
(53, 73),(49, 68),[]
(32, 75),(30, 78),[]
(56, 59),(56, 53),[]
(22, 88),(19, 88),[]
(11, 84),(14, 84),[]
(43, 72),(39, 74),[]
(43, 69),(43, 72),[]
(18, 83),(22, 79),[]
(36, 76),(39, 76),[]
(55, 62),(50, 62),[]
(55, 93),(56, 89),[]
(53, 65),(53, 73),[]
(56, 53),(52, 55),[]
(97, 95),(95, 98),[]
(33, 88),(40, 77),[]
(43, 87),(38, 88),[]
(19, 88),(15, 86),[]
(49, 57),(49, 54),[]
(56, 80),(56, 83),[]
(34, 71),(38, 71),[]
(49, 57),(49, 62),[]
(28, 84),(25, 84),[]
(42, 82),(43, 79),[]
(43, 69),(43, 64),[]
(17, 74),(11, 74),[]
(28, 88),(33, 88),[]
(44, 55),(44, 63),[]
(9, 87),(11, 84),[]
(56, 59),(55, 62),[]
(52, 85),(39, 76),[]
(50, 62),(39, 76),[(37, 65)]
(70, 96),(72, 93),[]
(53, 78),(56, 80),[]
(25, 58),(27, 61),[]
(41, 61),(41, 64),[]
(49, 68),(47, 63),[]
(46, 89),(49, 89),[]
(33, 80),(32, 83),[]
(56, 50),(56, 53),[]
(53, 88),(53, 85),[]
(83, 91),(83, 95),[]
(55, 98),(55, 93),[]
(49, 49),(52, 50),[]
(55, 70),(53, 73),[]
(17, 74),(20, 74),[]
(48, 76),(45, 80),[]
(26, 74),(20, 74),[]
(51, 45),(50, 49),[]
(51, 53),(44, 55),[]
(24, 69),(24, 66),[]
(46, 50),(49, 49),[]
(21, 63),(21, 66),[]
(94, 91),(91, 97),[]
(22, 60),(21, 63),[]
(17, 77),(20, 77),[]
(18, 83),(15, 85),[]
(52, 50),(51, 53),[]
(13, 79),(10, 77),[]
(49, 89),(53, 88),[]
(53, 65),(53, 62),[]
(18, 63),(18, 66),[]
(27, 61),(27, 66),[]
(61, 98),(64, 91),[]
(53, 57),(51, 53),[]
(15, 86),(13, 79),[]
(38, 88),(34, 87),[]
(89, 92),(93, 93),[]
(28, 88),(25, 88),[]
(9, 68),(13, 72),[]
(48, 76),(52, 72),[]
(79, 90),(79, 94),[]
(28, 66),(37, 65),[]
(18, 66),(28, 66),[]
(17, 69),(20, 69),[]
(54, 41),(51, 45),[]
(14, 89),(15, 86),[]
(22, 88),(25, 88),[]
(13, 67),(10, 69),[]
(56, 83),(52, 85),[]
