(49, 78):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(45, 81):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(95, 48):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 16):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(52, 69):  	connectivity: 2,  	local depth: 19,  	global depth: 49
(93, 5):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(87, 26):  	connectivity: 1,  	local depth: 10,  	global depth: 28
(83, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(42, 62):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(61, 35):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(16, 86):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(80, 8):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(49, 83):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 79):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(87, 27):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(37, 56):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(64, 26):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(52, 74):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(87, 30):  	connectivity: 1,  	local depth: 11,  	global depth: 29
(72, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 75):  	connectivity: 2,  	local depth: 17,  	global depth: 47
(59, 23):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(80, 12):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(87, 32):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 33):  	connectivity: 3,  	local depth: 13,  	global depth: 21
(96, 46):  	connectivity: 3,  	local depth: 10,  	global depth: 116
(25, 55):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(80, 13):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 35):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(70, 7):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(42, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 16):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(87, 37):  	connectivity: 1,  	local depth: 10,  	global depth: 28
(55, 69):  	connectivity: 3,  	local depth: 14,  	global depth: 53
(34, 92):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(16, 96):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(72, 30):  	connectivity: 1,  	local depth: 11,  	global depth: 144
(42, 76):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(40, 65):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(72, 33):  	connectivity: 2,  	local depth: 11,  	global depth: 124
(87, 45):  	connectivity: 3,  	local depth: 10,  	global depth: 10
(92, 27):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(59, 39):  	connectivity: 3,  	local depth: 28,  	global depth: 70
(57, 23):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(72, 35):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(64, 44):  	connectivity: 3,  	local depth: 30,  	global depth: 68
(16, 76):  	connectivity: 1,  	local depth: 8,  	global depth: 23
(27, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(96, 30):  	connectivity: 3,  	local depth: 17,  	global depth: 17
(87, 51):  	connectivity: 2,  	local depth: 25,  	global depth: 86
(42, 83):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(65, 21):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(72, 41):  	connectivity: 3,  	local depth: 12,  	global depth: 106
(96, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 34):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(30, 82):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(36, 85):  	connectivity: 1,  	local depth: 8,  	global depth: 23
(37, 74):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(72, 44):  	connectivity: 1,  	local depth: 13,  	global depth: 126
(95, 27):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(48, 69):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(59, 49):  	connectivity: 2,  	local depth: 25,  	global depth: 82
(65, 27):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(95, 25):  	connectivity: 2,  	local depth: 14,  	global depth: 22
(54, 49):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(65, 30):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(45, 64):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(92, 18):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(57, 38):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(24, 83):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(26, 58):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(34, 78):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(30, 91):  	connectivity: 2,  	local depth: 9,  	global depth: 18
(48, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(45, 66):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(92, 17):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(84, 32):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(67, 53):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(24, 88):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(37, 80):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(57, 46):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(65, 39):  	connectivity: 2,  	local depth: 25,  	global depth: 80
(27, 65):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(70, 44):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(96, 11):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(57, 50):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(53, 19):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(87, 5):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(70, 49):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(43, 64):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(53, 22):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(49, 62):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(46, 76):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(65, 48):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 9):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(83, 41):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(87, 12):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(56, 16):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(53, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(45, 71):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(56, 19):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(57, 64):  	connectivity: 2,  	local depth: 14,  	global depth: 63
(49, 74):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(66, 30):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(56, 22):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(69, 19):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(92, 42):  	connectivity: 1,  	local depth: 10,  	global depth: 136
(66, 33):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 64):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(53, 42):  	connectivity: 2,  	local depth: 17,  	global depth: 98
(62, 7):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(63, 52):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(41, 91):  	connectivity: 2,  	local depth: 9,  	global depth: 77
(19, 98):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 45):  	connectivity: 2,  	local depth: 14,  	global depth: 112
(25, 80):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(57, 78):  	connectivity: 2,  	local depth: 14,  	global depth: 47
(32, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(97, 52):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(25, 94):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(44, 86):  	connectivity: 2,  	local depth: 11,  	global depth: 67
(58, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 94):  	connectivity: 1,  	local depth: 8,  	global depth: 89
(53, 48):  	connectivity: 2,  	local depth: 14,  	global depth: 110
(97, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(58, 53):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(77, 26):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(53, 52):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(84, 49):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(31, 76):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(50, 66):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(77, 30):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(99, 46):  	connectivity: 1,  	local depth: 10,  	global depth: 136
(94, 34):  	connectivity: 2,  	local depth: 18,  	global depth: 18
(98, 20):  	connectivity: 1,  	local depth: 11,  	global depth: 29
(97, 9):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(77, 33):  	connectivity: 2,  	local depth: 17,  	global depth: 92
(93, 50):  	connectivity: 2,  	local depth: 16,  	global depth: 100
(79, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(90, 30):  	connectivity: 2,  	local depth: 14,  	global depth: 22
(53, 58):  	connectivity: 1,  	local depth: 5,  	global depth: 5
