(34, 57):  	connectivity: 2,  	local depth: 17,  	global depth: 37
(48, 48):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(7, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(26, 65):  	connectivity: 1,  	local depth: 10,  	global depth: 57
(51, 41):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(26, 32):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(30, 42):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(4, 12):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(32, 46):  	connectivity: 2,  	local depth: 21,  	global depth: 39
(15, 25):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(51, 44):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(51, 48):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(51, 50):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 51):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(25, 24):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(54, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 62):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(15, 40):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(25, 28):  	connectivity: 2,  	local depth: 11,  	global depth: 49
(29, 54):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(28, 68):  	connectivity: 3,  	local depth: 10,  	global depth: 47
(25, 71):  	connectivity: 1,  	local depth: 11,  	global depth: 59
(16, 8):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(11, 24):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(38, 35):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(32, 65):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(39, 56):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(16, 15):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(4, 35):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(12, 21):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(44, 52):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(26, 45):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 54):  	connectivity: 2,  	local depth: 14,  	global depth: 35
(26, 46):  	connectivity: 3,  	local depth: 20,  	global depth: 41
(34, 38):  	connectivity: 2,  	local depth: 17,  	global depth: 35
(28, 45):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(38, 49):  	connectivity: 2,  	local depth: 19,  	global depth: 43
(21, 1):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(12, 33):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(1, 33):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 38):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(36, 47):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(12, 39):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(26, 50):  	connectivity: 2,  	local depth: 16,  	global depth: 49
(45, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(5, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(9, 26):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 48):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(28, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(36, 56):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(26, 25):  	connectivity: 3,  	local depth: 12,  	global depth: 41
(48, 39):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(48, 40):  	connectivity: 3,  	local depth: 10,  	global depth: 57
(26, 57):  	connectivity: 2,  	local depth: 12,  	global depth: 59
(48, 44):  	connectivity: 1,  	local depth: 10,  	global depth: 69
(19, 11):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(31, 68):  	connectivity: 2,  	local depth: 13,  	global depth: 41
(6, 25):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(42, 34):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(33, 35):  	connectivity: 1,  	local depth: 11,  	global depth: 63
(14, 29):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(35, 46):  	connectivity: 3,  	local depth: 18,  	global depth: 39
(43, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 48):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(49, 37):  	connectivity: 1,  	local depth: 10,  	global depth: 69
(33, 59):  	connectivity: 1,  	local depth: 8,  	global depth: 71
(6, 17):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(33, 62):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 53):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(40, 31):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(16, 79):  	connectivity: 1,  	local depth: 10,  	global depth: 57
(41, 47):  	connectivity: 2,  	local depth: 16,  	global depth: 49
(35, 65):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 38):  	connectivity: 2,  	local depth: 14,  	global depth: 51
(13, 12):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(13, 13):  	connectivity: 1,  	local depth: 13,  	global depth: 51
(40, 41):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(29, 31):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(27, 42):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(18, 24):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(37, 40):  	connectivity: 1,  	local depth: 13,  	global depth: 51
(47, 52):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(41, 33):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(29, 45):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(13, 33):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(41, 38):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(27, 57):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(40, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(40, 59):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 28):  	connectivity: 2,  	local depth: 16,  	global depth: 37
