(28, 17):  	connectivity: 2,  	local depth: 9,  	global depth: 18
(58, 28):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(45, 36):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(48, 25):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(28, 22):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(41, 10):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(41, 11):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(23, 30):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(17, 25):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(54, 12):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(4, 51):  	connectivity: 3,  	local depth: 5,  	global depth: 5
(31, 21):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(37, 1):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(34, 37):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(39, 19):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(4, 54):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(14, 19):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(59, 24):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(54, 23):  	connectivity: 3,  	local depth: 10,  	global depth: 10
(2, 43):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(21, 2):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 7):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(31, 11):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(14, 31):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(37, 33):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(31, 24):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(54, 35):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(14, 34):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(26, 14):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(11, 43):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(18, 24):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(18, 28):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(55, 17):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(25, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(6, 40):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(47, 26):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(47, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(31, 12):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(21, 21):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(18, 31):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(6, 43):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(17, 1):  	connectivity: 1,  	local depth: 8,  	global depth: 23
