(94, 52):  	connectivity: 3,  	local depth: 5,  	global depth: 5
(36, 61):  	connectivity: 3,  	local depth: 17,  	global depth: 34
(69, 74):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(61, 82):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(16, 93):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(82, 71):  	connectivity: 2,  	local depth: 9,  	global depth: 23
(77, 67):  	connectivity: 2,  	local depth: 14,  	global depth: 27
(61, 83):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(59, 63):  	connectivity: 2,  	local depth: 17,  	global depth: 35
(41, 68):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(51, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(95, 92):  	connectivity: 1,  	local depth: 11,  	global depth: 26
(67, 63):  	connectivity: 2,  	local depth: 16,  	global depth: 25
(94, 46):  	connectivity: 3,  	local depth: 10,  	global depth: 19
(62, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 64):  	connectivity: 1,  	local depth: 8,  	global depth: 39
(91, 42):  	connectivity: 1,  	local depth: 10,  	global depth: 25
(49, 67):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(71, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(82, 81):  	connectivity: 2,  	local depth: 11,  	global depth: 20
(67, 69):  	connectivity: 2,  	local depth: 14,  	global depth: 27
(68, 42):  	connectivity: 1,  	local depth: 8,  	global depth: 59
(34, 58):  	connectivity: 1,  	local depth: 16,  	global depth: 45
(87, 86):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(62, 67):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(95, 83):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(91, 49):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(55, 50):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(28, 88):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 59):  	connectivity: 4,  	local depth: 23,  	global depth: 27
(21, 85):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 91):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(41, 84):  	connectivity: 2,  	local depth: 18,  	global depth: 33
