(44, 69):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(56, 94):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 83):  	connectivity: 2,  	local depth: 19,  	global depth: 100
(65, 60):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 35):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(60, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 62):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(57, 71):  	connectivity: 1,  	local depth: 16,  	global depth: 119
(82, 19):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 48):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(60, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(62, 80):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 69):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(55, 61):  	connectivity: 3,  	local depth: 19,  	global depth: 107
(85, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(64, 98):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 83):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(60, 68):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(55, 66):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(74, 40):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(65, 76):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(66, 52):  	connectivity: 2,  	local depth: 12,  	global depth: 156
(66, 55):  	connectivity: 2,  	local depth: 16,  	global depth: 137
(65, 83):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 36):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(55, 77):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 26):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(67, 30):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(60, 82):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(96, 8):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(65, 90):  	connectivity: 2,  	local depth: 9,  	global depth: 164
(55, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 65):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(51, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 96):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 54):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(51, 63):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(66, 75):  	connectivity: 2,  	local depth: 14,  	global depth: 128
(59, 55):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(61, 74):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(73, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(44, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(89, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 87):  	connectivity: 2,  	local depth: 11,  	global depth: 145
(89, 19):  	connectivity: 1,  	local depth: 3,  	global depth: 3
