(83, 15):  	connectivity: 2,  	local depth: 12,  	global depth: 25
(75, 24):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(75, 25):  	connectivity: 2,  	local depth: 19,  	global depth: 58
(99, 23):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(85, 35):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(75, 27):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(75, 28):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(75, 30):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(75, 31):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(85, 40):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(86, 13):  	connectivity: 1,  	local depth: 11,  	global depth: 85
(75, 35):  	connectivity: 3,  	local depth: 23,  	global depth: 49
(86, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 32
(86, 17):  	connectivity: 2,  	local depth: 14,  	global depth: 70
(53, 6):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(28, 12):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(25, 12):  	connectivity: 1,  	local depth: 11,  	global depth: 19
(88, 42):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(89, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 2):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(89, 17):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 6):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(86, 34):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(30, 9):  	connectivity: 3,  	local depth: 11,  	global depth: 11
(37, 9):  	connectivity: 1,  	local depth: 11,  	global depth: 19
(26, 3):  	connectivity: 1,  	local depth: 11,  	global depth: 19
(79, 18):  	connectivity: 3,  	local depth: 17,  	global depth: 17
(74, 15):  	connectivity: 2,  	local depth: 14,  	global depth: 69
(37, 10):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 5):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(74, 18):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(26, 7):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(74, 20):  	connectivity: 1,  	local depth: 8,  	global depth: 104
(93, 42):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(42, 2):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 23):  	connectivity: 2,  	local depth: 9,  	global depth: 89
(44, 8):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(90, 17):  	connectivity: 3,  	local depth: 20,  	global depth: 57
(42, 11):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 2):  	connectivity: 1,  	local depth: 8,  	global depth: 97
(97, 20):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(99, 41):  	connectivity: 1,  	local depth: 14,  	global depth: 18
(52, 5):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(99, 38):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(97, 14):  	connectivity: 2,  	local depth: 16,  	global depth: 68
(36, 5):  	connectivity: 1,  	local depth: 3,  	global depth: 3
