(67, 45):  	connectivity: 1,  	local depth: 8,  	global depth: 34
(57, 37):  	connectivity: 2,  	local depth: 16,  	global depth: 16
(40, 81):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(7, 88):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(34, 74):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(44, 41):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(57, 38):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(94, 58):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(89, 80):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(63, 90):  	connectivity: 2,  	local depth: 14,  	global depth: 32
(67, 52):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(97, 86):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(59, 61):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 63):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(93, 78):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(38, 90):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(82, 67):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(38, 73):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(44, 54):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(10, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(97, 82):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(40, 95):  	connectivity: 2,  	local depth: 12,  	global depth: 12
(92, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 55):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(63, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(29, 74):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(50, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(16, 92):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(53, 93):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(66, 90):  	connectivity: 3,  	local depth: 17,  	global depth: 25
(40, 98):  	connectivity: 1,  	local depth: 8,  	global depth: 16
(80, 59):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(10, 87):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(43, 87):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(83, 48):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(70, 52):  	connectivity: 1,  	local depth: 11,  	global depth: 24
(89, 97):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(29, 79):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(56, 86):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(82, 78):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(16, 97):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(63, 35):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 62):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(70, 56):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(97, 72):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(20, 77):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(80, 65):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(93, 66):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 86):  	connectivity: 1,  	local depth: 16,  	global depth: 34
(53, 32):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(66, 28):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(20, 84):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(86, 49):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(89, 37):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(60, 57):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 86):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(44, 74):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(83, 62):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 23):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(73, 58):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(51, 26):  	connectivity: 2,  	local depth: 4,  	global depth: 4
