(99, 65):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 57):  	connectivity: 2,  	local depth: 14,  	global depth: 22
(96, 63):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(75, 63):  	connectivity: 1,  	local depth: 14,  	global depth: 30
(84, 64):  	connectivity: 2,  	local depth: 11,  	global depth: 20
(71, 68):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(80, 68):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(80, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(64, 85):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(82, 50):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(85, 74):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(93, 61):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(89, 72):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(85, 76):  	connectivity: 3,  	local depth: 20,  	global depth: 20
(92, 72):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(98, 77):  	connectivity: 1,  	local depth: 8,  	global depth: 34
(83, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(71, 74):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(77, 50):  	connectivity: 2,  	local depth: 19,  	global depth: 19
(78, 58):  	connectivity: 2,  	local depth: 14,  	global depth: 23
(83, 63):  	connectivity: 1,  	local depth: 11,  	global depth: 30
(92, 69):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(85, 44):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(80, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(89, 77):  	connectivity: 1,  	local depth: 16,  	global depth: 28
(95, 67):  	connectivity: 2,  	local depth: 9,  	global depth: 27
(69, 61):  	connectivity: 2,  	local depth: 9,  	global depth: 22
(71, 77):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(83, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(75, 73):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(75, 74):  	connectivity: 2,  	local depth: 22,  	global depth: 22
(94, 77):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 64):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(68, 92):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(97, 47):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(83, 68):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(89, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 65):  	connectivity: 1,  	local depth: 16,  	global depth: 28
(62, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(75, 78):  	connectivity: 4,  	local depth: 16,  	global depth: 16
(92, 65):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(97, 75):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(73, 63):  	connectivity: 3,  	local depth: 12,  	global depth: 16
(81, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(72, 56):  	connectivity: 2,  	local depth: 14,  	global depth: 23
(89, 47):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(96, 72):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(95, 66):  	connectivity: 1,  	local depth: 11,  	global depth: 26
(70, 77):  	connectivity: 2,  	local depth: 22,  	global depth: 22
(59, 88):  	connectivity: 1,  	local depth: 14,  	global depth: 30
(69, 71):  	connectivity: 2,  	local depth: 16,  	global depth: 16
(72, 59):  	connectivity: 1,  	local depth: 13,  	global depth: 22
(89, 51):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(93, 47):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(96, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(72, 61):  	connectivity: 1,  	local depth: 8,  	global depth: 28
(99, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(71, 53):  	connectivity: 1,  	local depth: 11,  	global depth: 30
(84, 52):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(82, 73):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(86, 68):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(94, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(83, 47):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(75, 56):  	connectivity: 3,  	local depth: 14,  	global depth: 18
(93, 44):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(86, 72):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(60, 88):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(83, 50):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(65, 86):  	connectivity: 1,  	local depth: 14,  	global depth: 30
(96, 50):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(69, 84):  	connectivity: 2,  	local depth: 22,  	global depth: 22
(96, 65):  	connectivity: 1,  	local depth: 3,  	global depth: 3
