(29, 45):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(36, 74):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(38, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 8):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(20, 35):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(29, 39):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(15, 78):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 40):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(69, 6):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(20, 45):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(2, 52):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(71, 24):  	connectivity: 2,  	local depth: 14,  	global depth: 27
(20, 37):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(20, 48):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(76, 32):  	connectivity: 1,  	local depth: 8,  	global depth: 39
(74, 18):  	connectivity: 1,  	local depth: 16,  	global depth: 20
(45, 3):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(10, 71):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 78):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(4, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(17, 33):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(19, 53):  	connectivity: 1,  	local depth: 11,  	global depth: 26
(37, 80):  	connectivity: 1,  	local depth: 8,  	global depth: 28
(37, 81):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(4, 81):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(51, 1):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(54, 13):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(41, 26):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(38, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(62, 8):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(43, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
