(15, 41):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 50):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(66, 90):  	connectivity: 1,  	local depth: 8,  	global depth: 35
(13, 93):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(34, 80):  	connectivity: 2,  	local depth: 14,  	global depth: 36
(69, 80):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(34, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(75, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(7, 80):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(46, 78):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 75):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 52):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(85, 68):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(3, 50):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 84):  	connectivity: 3,  	local depth: 11,  	global depth: 11
(41, 72):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(56, 90):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(46, 82):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(72, 74):  	connectivity: 1,  	local depth: 11,  	global depth: 19
(7, 85):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(66, 99):  	connectivity: 3,  	local depth: 15,  	global depth: 19
(18, 41):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(46, 85):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(29, 92):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 84):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(72, 80):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(32, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 92):  	connectivity: 2,  	local depth: 9,  	global depth: 28
(35, 42):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(13, 72):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(37, 71):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(49, 78):  	connectivity: 1,  	local depth: 8,  	global depth: 64
(18, 45):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(7, 74):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(29, 98):  	connectivity: 1,  	local depth: 11,  	global depth: 30
(52, 69):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(19, 58):  	connectivity: 1,  	local depth: 10,  	global depth: 40
(32, 77):  	connectivity: 3,  	local depth: 17,  	global depth: 17
(42, 45):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(34, 95):  	connectivity: 1,  	local depth: 8,  	global depth: 16
(34, 94):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 99):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(8, 63):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(15, 59):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(86, 57):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(76, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(6, 64):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(37, 79):  	connectivity: 2,  	local depth: 14,  	global depth: 40
(26, 39):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(41, 88):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(15, 66):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(10, 43):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(42, 85):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 75):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(32, 88):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(6, 71):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(22, 35):  	connectivity: 2,  	local depth: 14,  	global depth: 28
(29, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(34, 39):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(49, 95):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(41, 95):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(15, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(50, 72):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(13, 84):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(26, 78):  	connectivity: 2,  	local depth: 12,  	global depth: 25
(12, 87):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(52, 89):  	connectivity: 2,  	local depth: 14,  	global depth: 44
(26, 48):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(62, 97):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(14, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 46
(63, 70):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(60, 81):  	connectivity: 2,  	local depth: 16,  	global depth: 16
(73, 77):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(50, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(18, 57):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(8, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(8, 38):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(29, 70):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(22, 39):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(60, 85):  	connectivity: 1,  	local depth: 11,  	global depth: 19
(60, 86):  	connectivity: 1,  	local depth: 5,  	global depth: 5
