(68, 72):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 48):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(88, 48):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(96, 66):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 51):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(88, 52):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(82, 76):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(85, 65):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 87):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(91, 54):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(91, 71):  	connectivity: 3,  	local depth: 20,  	global depth: 114
(88, 61):  	connectivity: 1,  	local depth: 16,  	global depth: 137
(83, 58):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(72, 81):  	connectivity: 2,  	local depth: 28,  	global depth: 101
(86, 51):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(85, 80):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(56, 97):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(83, 68):  	connectivity: 3,  	local depth: 17,  	global depth: 135
(98, 80):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(96, 53):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(75, 78):  	connectivity: 3,  	local depth: 27,  	global depth: 88
(83, 71):  	connectivity: 2,  	local depth: 14,  	global depth: 156
(76, 52):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(68, 78):  	connectivity: 1,  	local depth: 16,  	global depth: 114
(76, 53):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(84, 46):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(83, 75):  	connectivity: 1,  	local depth: 11,  	global depth: 179
(88, 80):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(86, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(55, 87):  	connectivity: 1,  	local depth: 13,  	global depth: 156
(68, 51):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(71, 62):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(42, 92):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(68, 54):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(99, 77):  	connectivity: 1,  	local depth: 8,  	global depth: 177
(76, 72):  	connectivity: 2,  	local depth: 22,  	global depth: 98
