(18, 47):  	connectivity: 2,  	local depth: 12,  	global depth: 77
(42, 26):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 85):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(52, 41):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(55, 30):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(48, 96):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(21, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(51, 71):  	connectivity: 2,  	local depth: 29,  	global depth: 79
(67, 54):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(17, 84):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(49, 57):  	connectivity: 2,  	local depth: 9,  	global depth: 127
(52, 45):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(67, 59):  	connectivity: 3,  	local depth: 10,  	global depth: 10
(58, 23):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(40, 57):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(17, 88):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 90):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 71):  	connectivity: 4,  	local depth: 30,  	global depth: 73
(58, 27):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(61, 89):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(36, 71):  	connectivity: 2,  	local depth: 17,  	global depth: 121
(58, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(41, 95):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(56, 88):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(66, 97):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(52, 57):  	connectivity: 2,  	local depth: 17,  	global depth: 107
(58, 33):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(80, 65):  	connectivity: 2,  	local depth: 12,  	global depth: 12
(33, 65):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(54, 75):  	connectivity: 2,  	local depth: 31,  	global depth: 79
(59, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 78):  	connectivity: 3,  	local depth: 15,  	global depth: 55
(61, 29):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(58, 41):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(53, 37):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(4, 56):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(52, 66):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 41):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(54, 13):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(21, 97):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(68, 54):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(47, 84):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(61, 35):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(55, 59):  	connectivity: 2,  	local depth: 21,  	global depth: 89
(44, 54):  	connectivity: 1,  	local depth: 10,  	global depth: 37
(55, 60):  	connectivity: 1,  	local depth: 11,  	global depth: 75
(28, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 55):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(73, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 56):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(61, 40):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(10, 64):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(54, 93):  	connectivity: 2,  	local depth: 21,  	global depth: 105
(54, 21):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(17, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(6, 59):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(54, 24):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(49, 93):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(89, 54):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(63, 62):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(61, 51):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(48, 84):  	connectivity: 1,  	local depth: 13,  	global depth: 69
(47, 86):  	connectivity: 4,  	local depth: 26,  	global depth: 87
(7, 85):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 91):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(57, 96):  	connectivity: 2,  	local depth: 15,  	global depth: 125
(18, 84):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(60, 12):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(60, 13):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 92):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(24, 52):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(34, 81):  	connectivity: 2,  	local depth: 16,  	global depth: 63
(10, 80):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(89, 70):  	connectivity: 1,  	local depth: 8,  	global depth: 16
(13, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(33, 94):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(63, 79):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(65, 95):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(47, 70):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(79, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(13, 56):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(52, 29):  	connectivity: 2,  	local depth: 19,  	global depth: 23
(52, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(44, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(19, 42):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 39):  	connectivity: 2,  	local depth: 12,  	global depth: 33
(53, 77):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(36, 33):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(13, 61):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(36, 34):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(48, 70):  	connectivity: 3,  	local depth: 28,  	global depth: 87
(55, 24):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(34, 90):  	connectivity: 2,  	local depth: 14,  	global depth: 73
(47, 73):  	connectivity: 2,  	local depth: 4,  	global depth: 4
