(8, 97):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 95):  	connectivity: 3,  	local depth: 18,  	global depth: 262
(3, 78):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(3, 80):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(27, 83):  	connectivity: 2,  	local depth: 36,  	global depth: 210
(27, 86):  	connectivity: 2,  	local depth: 27,  	global depth: 231
(3, 84):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(33, 61):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(27, 90):  	connectivity: 2,  	local depth: 11,  	global depth: 360
(33, 62):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(3, 91):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(1, 74):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(33, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 77):  	connectivity: 1,  	local depth: 19,  	global depth: 297
(36, 98):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 82):  	connectivity: 3,  	local depth: 14,  	global depth: 18
(21, 68):  	connectivity: 1,  	local depth: 8,  	global depth: 57
(33, 85):  	connectivity: 1,  	local depth: 16,  	global depth: 24
(16, 86):  	connectivity: 1,  	local depth: 10,  	global depth: 25
(32, 64):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(22, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 67):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(21, 77):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(21, 82):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(21, 83):  	connectivity: 1,  	local depth: 16,  	global depth: 250
(32, 76):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(36, 69):  	connectivity: 2,  	local depth: 14,  	global depth: 81
(32, 79):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(21, 91):  	connectivity: 1,  	local depth: 18,  	global depth: 18
(21, 95):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(9, 61):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(9, 66):  	connectivity: 3,  	local depth: 27,  	global depth: 234
(9, 67):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 97):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(29, 61):  	connectivity: 1,  	local depth: 11,  	global depth: 139
(9, 72):  	connectivity: 1,  	local depth: 13,  	global depth: 43
(38, 73):  	connectivity: 2,  	local depth: 17,  	global depth: 91
(29, 65):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(15, 61):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(9, 75):  	connectivity: 2,  	local depth: 22,  	global depth: 31
(15, 63):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(38, 75):  	connectivity: 2,  	local depth: 16,  	global depth: 99
(38, 77):  	connectivity: 3,  	local depth: 12,  	global depth: 109
(29, 69):  	connectivity: 2,  	local depth: 14,  	global depth: 81
(9, 77):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(15, 65):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(38, 78):  	connectivity: 1,  	local depth: 11,  	global depth: 30
(38, 80):  	connectivity: 1,  	local depth: 13,  	global depth: 125
(15, 68):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(4, 62):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(29, 74):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(22, 69):  	connectivity: 2,  	local depth: 14,  	global depth: 85
(38, 83):  	connectivity: 1,  	local depth: 8,  	global depth: 380
(22, 92):  	connectivity: 1,  	local depth: 8,  	global depth: 442
(29, 76):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(15, 72):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(23, 78):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(4, 68):  	connectivity: 1,  	local depth: 8,  	global depth: 354
(9, 89):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(38, 91):  	connectivity: 2,  	local depth: 25,  	global depth: 260
(28, 71):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 65):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(37, 67):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(15, 79):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(29, 86):  	connectivity: 3,  	local depth: 28,  	global depth: 252
(37, 69):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(4, 98):  	connectivity: 2,  	local depth: 9,  	global depth: 23
(28, 76):  	connectivity: 1,  	local depth: 11,  	global depth: 313
(23, 87):  	connectivity: 3,  	local depth: 41,  	global depth: 184
(29, 88):  	connectivity: 2,  	local depth: 22,  	global depth: 286
(28, 78):  	connectivity: 2,  	local depth: 17,  	global depth: 271
(38, 98):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(29, 90):  	connectivity: 2,  	local depth: 17,  	global depth: 322
(29, 89):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(9, 99):  	connectivity: 2,  	local depth: 17,  	global depth: 17
(8, 95):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(28, 81):  	connectivity: 3,  	local depth: 25,  	global depth: 231
(15, 85):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(23, 93):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(23, 94):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(29, 95):  	connectivity: 1,  	local depth: 5,  	global depth: 5
