(92, 23):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(72, 31):  	connectivity: 1,  	local depth: 11,  	global depth: 24
(68, 1):  	connectivity: 2,  	local depth: 14,  	global depth: 115
(96, 32):  	connectivity: 1,  	local depth: 11,  	global depth: 147
(68, 4):  	connectivity: 2,  	local depth: 11,  	global depth: 131
(94, 3):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(57, 3):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(65, 20):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 23):  	connectivity: 3,  	local depth: 12,  	global depth: 16
(68, 10):  	connectivity: 2,  	local depth: 9,  	global depth: 149
(78, 18):  	connectivity: 1,  	local depth: 11,  	global depth: 24
(91, 14):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(51, 32):  	connectivity: 2,  	local depth: 9,  	global depth: 29
(93, 3):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(88, 29):  	connectivity: 3,  	local depth: 22,  	global depth: 95
(57, 19):  	connectivity: 2,  	local depth: 11,  	global depth: 20
(96, 8):  	connectivity: 1,  	local depth: 8,  	global depth: 16
(68, 14):  	connectivity: 1,  	local depth: 8,  	global depth: 26
(92, 13):  	connectivity: 3,  	local depth: 10,  	global depth: 10
(88, 32):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(53, 28):  	connectivity: 1,  	local depth: 13,  	global depth: 22
(88, 33):  	connectivity: 1,  	local depth: 19,  	global depth: 115
(76, 9):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(92, 10):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(65, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(96, 28):  	connectivity: 1,  	local depth: 16,  	global depth: 129
(95, 14):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(79, 3):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(76, 15):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(54, 28):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(52, 0):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(76, 16):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(92, 5):  	connectivity: 2,  	local depth: 12,  	global depth: 12
(57, 0):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(48, 14):  	connectivity: 2,  	local depth: 9,  	global depth: 22
(79, 7):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(48, 32):  	connectivity: 2,  	local depth: 11,  	global depth: 24
(79, 9):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(52, 3):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(51, 12):  	connectivity: 2,  	local depth: 11,  	global depth: 26
(54, 31):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(63, 28):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(79, 13):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(82, 2):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(76, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(48, 17):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(57, 33):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(79, 19):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(76, 32):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(69, 13):  	connectivity: 1,  	local depth: 8,  	global depth: 169
(85, 0):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(69, 17):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 18):  	connectivity: 2,  	local depth: 12,  	global depth: 20
(96, 0):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(72, 7):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(72, 9):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(96, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 19):  	connectivity: 2,  	local depth: 16,  	global depth: 16
(62, 9):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(52, 21):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(48, 3):  	connectivity: 1,  	local depth: 8,  	global depth: 28
(62, 17):  	connectivity: 3,  	local depth: 12,  	global depth: 21
(62, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(48, 28):  	connectivity: 2,  	local depth: 17,  	global depth: 21
(48, 2):  	connectivity: 1,  	local depth: 11,  	global depth: 33
(58, 28):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(85, 26):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(50, 22):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(70, 21):  	connectivity: 2,  	local depth: 16,  	global depth: 16
(55, 32):  	connectivity: 1,  	local depth: 8,  	global depth: 36
(80, 31):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(73, 11):  	connectivity: 1,  	local depth: 13,  	global depth: 28
(60, 16):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(70, 25):  	connectivity: 3,  	local depth: 14,  	global depth: 14
(70, 26):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(83, 24):  	connectivity: 3,  	local depth: 22,  	global depth: 85
(70, 28):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(50, 25):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(73, 17):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(60, 23):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(50, 28):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(83, 29):  	connectivity: 2,  	local depth: 17,  	global depth: 103
(71, 5):  	connectivity: 2,  	local depth: 25,  	global depth: 79
(73, 23):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(49, 4):  	connectivity: 1,  	local depth: 11,  	global depth: 131
(61, 0):  	connectivity: 2,  	local depth: 22,  	global depth: 89
(83, 32):  	connectivity: 1,  	local depth: 11,  	global depth: 123
(59, 16):  	connectivity: 1,  	local depth: 11,  	global depth: 26
(84, 5):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(93, 31):  	connectivity: 2,  	local depth: 14,  	global depth: 127
(61, 3):  	connectivity: 3,  	local depth: 22,  	global depth: 79
(84, 8):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(74, 0):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(81, 21):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(93, 28):  	connectivity: 3,  	local depth: 17,  	global depth: 109
(81, 22):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(73, 30):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(61, 13):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(53, 3):  	connectivity: 2,  	local depth: 14,  	global depth: 111
(74, 13):  	connectivity: 2,  	local depth: 25,  	global depth: 81
(77, 4):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(93, 20):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(56, 3):  	connectivity: 3,  	local depth: 17,  	global depth: 93
(71, 32):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(93, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(93, 17):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(90, 7):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(84, 32):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(49, 22):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(56, 7):  	connectivity: 1,  	local depth: 16,  	global depth: 113
(61, 31):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(87, 23):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(64, 25):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(64, 26):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(65, 0):  	connectivity: 2,  	local depth: 17,  	global depth: 101
(80, 12):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(78, 0):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(88, 10):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(78, 4):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(67, 26):  	connectivity: 2,  	local depth: 4,  	global depth: 4
