(21, 36):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(51, 9):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(23, 32):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(17, 50):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(18, 42):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(7, 27):  	connectivity: 1,  	local depth: 11,  	global depth: 69
(14, 16):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(12, 45):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(23, 39):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(14, 17):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(13, 36):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(0, 18):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(14, 23):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(29, 15):  	connectivity: 2,  	local depth: 14,  	global depth: 61
(14, 26):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(33, 15):  	connectivity: 2,  	local depth: 9,  	global depth: 72
(0, 23):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(18, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(29, 19):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(0, 26):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(14, 29):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 19):  	connectivity: 1,  	local depth: 8,  	global depth: 85
(33, 20):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(13, 50):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(29, 23):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(0, 29):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(14, 33):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 30):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 23):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(14, 39):  	connectivity: 1,  	local depth: 5,  	global depth: 5
