(56, 93):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(79, 99):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(62, 71):  	connectivity: 2,  	local depth: 12,  	global depth: 20
(91, 52):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 84):  	connectivity: 1,  	local depth: 11,  	global depth: 24
(80, 72):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(62, 72):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(62, 73):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(88, 66):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(91, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(57, 72):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(77, 90):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 92):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(54, 90):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(62, 83):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(88, 78):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(62, 88):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(80, 89):  	connectivity: 2,  	local depth: 11,  	global depth: 33
(93, 78):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(62, 91):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(57, 88):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(78, 77):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(86, 69):  	connectivity: 1,  	local depth: 13,  	global depth: 41
(80, 95):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(78, 80):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(93, 71):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(70, 91):  	connectivity: 2,  	local depth: 14,  	global depth: 29
(89, 63):  	connectivity: 1,  	local depth: 11,  	global depth: 47
(93, 68):  	connectivity: 1,  	local depth: 8,  	global depth: 47
(82, 47):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(50, 80):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(76, 73):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(78, 89):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 98):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(60, 91):  	connectivity: 2,  	local depth: 14,  	global depth: 27
(82, 52):  	connectivity: 2,  	local depth: 12,  	global depth: 43
(50, 86):  	connectivity: 2,  	local depth: 9,  	global depth: 39
(60, 95):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(53, 75):  	connectivity: 1,  	local depth: 11,  	global depth: 24
(82, 55):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(79, 68):  	connectivity: 2,  	local depth: 13,  	global depth: 37
(82, 57):  	connectivity: 2,  	local depth: 16,  	global depth: 35
(60, 99):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(50, 91):  	connectivity: 2,  	local depth: 11,  	global depth: 33
(93, 55):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(82, 60):  	connectivity: 3,  	local depth: 20,  	global depth: 29
(53, 82):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(76, 86):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(70, 39):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 79):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(82, 64):  	connectivity: 2,  	local depth: 21,  	global depth: 29
(82, 68):  	connectivity: 3,  	local depth: 18,  	global depth: 31
(69, 73):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 74):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(88, 47):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(76, 97):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(66, 91):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 80):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 94):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(66, 97):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(54, 73):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(59, 78):  	connectivity: 3,  	local depth: 14,  	global depth: 14
(79, 94):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(72, 76):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(74, 94):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(96, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(46, 90):  	connectivity: 1,  	local depth: 8,  	global depth: 47
(51, 94):  	connectivity: 2,  	local depth: 14,  	global depth: 29
(98, 73):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(65, 69):  	connectivity: 1,  	local depth: 8,  	global depth: 26
(65, 73):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(55, 68):  	connectivity: 2,  	local depth: 12,  	global depth: 45
(92, 48):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(75, 85):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(96, 76):  	connectivity: 3,  	local depth: 5,  	global depth: 5
(65, 80):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(92, 67):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(65, 86):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(96, 68):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(65, 91):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(87, 52):  	connectivity: 1,  	local depth: 8,  	global depth: 53
(71, 70):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(81, 79):  	connectivity: 2,  	local depth: 9,  	global depth: 39
(96, 63):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(81, 80):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(68, 86):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(58, 81):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(96, 59):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(55, 94):  	connectivity: 2,  	local depth: 14,  	global depth: 27
(85, 46):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(84, 74):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(85, 47):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(74, 70):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(61, 75):  	connectivity: 2,  	local depth: 16,  	global depth: 16
(58, 87):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(94, 67):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(56, 72):  	connectivity: 1,  	local depth: 8,  	global depth: 55
(85, 52):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(85, 55):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(48, 83):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(56, 76):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(87, 75):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(71, 91):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(85, 60):  	connectivity: 2,  	local depth: 14,  	global depth: 37
(74, 81):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(71, 94):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(71, 95):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(85, 72):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(90, 73):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(76, 34):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(76, 35):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(92, 72):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(77, 80):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(96, 50):  	connectivity: 1,  	local depth: 8,  	global depth: 8
