(77, 76):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(69, 86):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 82):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(82, 87):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(85, 80):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(72, 84):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(77, 88):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 90):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(85, 83):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(77, 91):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(75, 79):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(85, 87):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(97, 78):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(95, 77):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(73, 67):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(93, 88):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(68, 64):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(68, 72):  	connectivity: 1,  	local depth: 16,  	global depth: 16
(71, 70):  	connectivity: 3,  	local depth: 11,  	global depth: 11
(84, 66):  	connectivity: 2,  	local depth: 11,  	global depth: 57
(68, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(81, 79):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(99, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(68, 86):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(71, 75):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(73, 92):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(95, 91):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(84, 74):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(71, 79):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(71, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 66):  	connectivity: 2,  	local depth: 14,  	global depth: 50
(99, 74):  	connectivity: 2,  	local depth: 17,  	global depth: 41
(90, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(91, 84):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(92, 67):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 65):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(84, 92):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(97, 85):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(90, 72):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(67, 68):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(95, 73):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(80, 71):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(90, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 92):  	connectivity: 1,  	local depth: 8,  	global depth: 72
(96, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(95, 67):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(98, 89):  	connectivity: 2,  	local depth: 12,  	global depth: 61
(93, 67):  	connectivity: 2,  	local depth: 14,  	global depth: 45
(80, 80):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(83, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 86):  	connectivity: 2,  	local depth: 13,  	global depth: 52
(90, 90):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(90, 91):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(67, 90):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(78, 70):  	connectivity: 1,  	local depth: 8,  	global depth: 77
(70, 78):  	connectivity: 1,  	local depth: 11,  	global depth: 19
(93, 60):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(94, 83):  	connectivity: 3,  	local depth: 15,  	global depth: 45
(80, 90):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(98, 77):  	connectivity: 2,  	local depth: 16,  	global depth: 42
(70, 88):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(94, 76):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(83, 88):  	connectivity: 1,  	local depth: 13,  	global depth: 56
(88, 86):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(83, 90):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(76, 73):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(89, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(91, 77):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(79, 66):  	connectivity: 2,  	local depth: 9,  	global depth: 66
(88, 69):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(99, 56):  	connectivity: 2,  	local depth: 14,  	global depth: 42
(66, 76):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(88, 77):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(76, 88):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(94, 66):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 70):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(79, 87):  	connectivity: 2,  	local depth: 4,  	global depth: 4
