(25, 39):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(30, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(30, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(49, 40):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(36, 57):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(17, 55):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(19, 62):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(20, 28):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(49, 43):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(34, 15):  	connectivity: 2,  	local depth: 19,  	global depth: 43
(10, 62):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(49, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(25, 21):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(25, 44):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(13, 33):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(39, 16):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 23):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(49, 47):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(19, 52):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(19, 23):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(28, 19):  	connectivity: 3,  	local depth: 25,  	global depth: 33
(49, 17):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(28, 20):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(9, 32):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(18, 18):  	connectivity: 2,  	local depth: 12,  	global depth: 51
(37, 26):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 30):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(10, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(26, 21):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(20, 46):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(10, 19):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(38, 17):  	connectivity: 2,  	local depth: 12,  	global depth: 53
(26, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(34, 36):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(9, 39):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(12, 21):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(55, 44):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(26, 24):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(10, 24):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(18, 26):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(19, 35):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(11, 53):  	connectivity: 2,  	local depth: 9,  	global depth: 57
(55, 48):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(29, 53):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(41, 53):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 31):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(34, 44):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(12, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(48, 40):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(28, 39):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(26, 62):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(16, 45):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(20, 57):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(13, 47):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(38, 25):  	connectivity: 1,  	local depth: 11,  	global depth: 57
(53, 40):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(34, 50):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(18, 34):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(12, 33):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(34, 53):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 57):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(26, 27):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(32, 42):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(13, 52):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(10, 41):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 40):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(34, 59):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(17, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(16, 54):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(12, 45):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(51, 39):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(18, 39):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(18, 40):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(39, 21):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(61, 49):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(28, 58):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(19, 43):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(15, 24):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(23, 57):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(19, 44):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(18, 41):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(9, 56):  	connectivity: 1,  	local depth: 8,  	global depth: 69
(40, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(12, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(46, 15):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(46, 16):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(15, 41):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(33, 39):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(14, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 63
(54, 45):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(22, 36):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(31, 63):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(15, 50):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(22, 45):  	connectivity: 2,  	local depth: 14,  	global depth: 47
(31, 53):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(15, 59):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(65, 41):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(65, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(65, 46):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(33, 60):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(15, 32):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(45, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(22, 57):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(14, 36):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(31, 17):  	connectivity: 3,  	local depth: 22,  	global depth: 35
(22, 60):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(46, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(68, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(68, 49):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(31, 28):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(21, 39):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(31, 56):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(40, 24):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(33, 20):  	connectivity: 2,  	local depth: 17,  	global depth: 45
(21, 46):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(30, 26):  	connectivity: 2,  	local depth: 22,  	global depth: 39
(24, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(42, 52):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(17, 26):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(14, 62):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(22, 16):  	connectivity: 2,  	local depth: 19,  	global depth: 41
(24, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(24, 33):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 65
