(55, 84):  	connectivity: 1,  	local depth: 15,  	global depth: 42
(65, 83):  	connectivity: 2,  	local depth: 17,  	global depth: 48
(30, 88):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(56, 93):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(24, 48):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(38, 73):  	connectivity: 1,  	local depth: 13,  	global depth: 42
(32, 66):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(30, 93):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 91):  	connectivity: 4,  	local depth: 13,  	global depth: 32
(38, 77):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(44, 58):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(45, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 55):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(43, 68):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(28, 81):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(45, 74):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 78):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(35, 46):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(25, 75):  	connectivity: 2,  	local depth: 12,  	global depth: 46
(37, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 59):  	connectivity: 1,  	local depth: 16,  	global depth: 25
(22, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(48, 59):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(31, 53):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 81):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(24, 62):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(75, 38):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(25, 82):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(68, 93):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(39, 79):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(32, 81):  	connectivity: 2,  	local depth: 22,  	global depth: 30
(38, 88):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(38, 92):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(25, 88):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(32, 58):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(49, 48):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(29, 65):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(56, 67):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(48, 77):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 92):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(29, 71):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(56, 72):  	connectivity: 2,  	local depth: 24,  	global depth: 28
(37, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(39, 85):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(44, 79):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(49, 54):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(81, 37):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(49, 55):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(29, 74):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(89, 32):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(65, 56):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(31, 74):  	connectivity: 2,  	local depth: 13,  	global depth: 38
(62, 70):  	connectivity: 3,  	local depth: 12,  	global depth: 34
(36, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(30, 84):  	connectivity: 2,  	local depth: 21,  	global depth: 30
(39, 89):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(61, 61):  	connectivity: 1,  	local depth: 11,  	global depth: 52
(48, 88):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(49, 59):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(55, 83):  	connectivity: 3,  	local depth: 19,  	global depth: 38
(56, 78):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(65, 62):  	connectivity: 2,  	local depth: 14,  	global depth: 23
(79, 31):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 46):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 75):  	connectivity: 3,  	local depth: 15,  	global depth: 32
(35, 76):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(38, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(31, 82):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(22, 78):  	connectivity: 1,  	local depth: 8,  	global depth: 56
(68, 57):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(38, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(65, 70):  	connectivity: 1,  	local depth: 13,  	global depth: 44
(31, 85):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(82, 27):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(25, 63):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 58):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(79, 42):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 46):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(29, 93):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(49, 71):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(24, 82):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 90):  	connectivity: 1,  	local depth: 8,  	global depth: 70
(52, 52):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(36, 67):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(59, 91):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(35, 87):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(47, 85):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(34, 63):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 35):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 47):  	connectivity: 2,  	local depth: 12,  	global depth: 25
(26, 93):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(64, 47):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(66, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 53):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(90, 41):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(66, 65):  	connectivity: 1,  	local depth: 11,  	global depth: 30
(23, 62):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(55, 75):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(80, 35):  	connectivity: 1,  	local depth: 8,  	global depth: 32
(46, 49):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(64, 52):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(50, 67):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(53, 85):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(66, 74):  	connectivity: 1,  	local depth: 19,  	global depth: 46
(23, 68):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 62):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(63, 89):  	connectivity: 2,  	local depth: 9,  	global depth: 58
(66, 77):  	connectivity: 3,  	local depth: 25,  	global depth: 34
(52, 77):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(73, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 39):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(40, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(51, 94):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(42, 50):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 71):  	connectivity: 1,  	local depth: 11,  	global depth: 56
(42, 52):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(54, 82):  	connectivity: 2,  	local depth: 16,  	global depth: 36
(40, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(42, 53):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(50, 80):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 90):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(46, 66):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(50, 83):  	connectivity: 2,  	local depth: 17,  	global depth: 48
(69, 78):  	connectivity: 3,  	local depth: 22,  	global depth: 34
(53, 64):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(53, 91):  	connectivity: 1,  	local depth: 14,  	global depth: 50
(55, 49):  	connectivity: 3,  	local depth: 17,  	global depth: 17
(73, 40):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(46, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(26, 53):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(64, 78):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 83):  	connectivity: 1,  	local depth: 11,  	global depth: 60
(69, 84):  	connectivity: 2,  	local depth: 22,  	global depth: 40
(50, 91):  	connectivity: 2,  	local depth: 13,  	global depth: 40
(55, 52):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 72):  	connectivity: 2,  	local depth: 22,  	global depth: 30
(26, 56):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(30, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 87):  	connectivity: 2,  	local depth: 14,  	global depth: 48
(54, 93):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(71, 32):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(55, 55):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(41, 48):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(59, 48):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(40, 80):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(30, 53):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(55, 56):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(42, 68):  	connectivity: 1,  	local depth: 18,  	global depth: 38
(33, 67):  	connectivity: 3,  	local depth: 5,  	global depth: 5
(47, 81):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(55, 59):  	connectivity: 3,  	local depth: 14,  	global depth: 18
(59, 53):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(74, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(42, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 56):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(51, 72):  	connectivity: 4,  	local depth: 15,  	global depth: 28
(33, 74):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(30, 61):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(60, 92):  	connectivity: 1,  	local depth: 14,  	global depth: 46
(42, 94):  	connectivity: 1,  	local depth: 15,  	global depth: 42
(22, 90):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(47, 83):  	connectivity: 1,  	local depth: 11,  	global depth: 60
(43, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 75):  	connectivity: 2,  	local depth: 17,  	global depth: 44
(55, 66):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(67, 88):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(46, 91):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 80):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 46):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 64):  	connectivity: 2,  	local depth: 11,  	global depth: 42
(53, 78):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 66):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(55, 68):  	connectivity: 2,  	local depth: 16,  	global depth: 36
(25, 50):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(46, 94):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(23, 46):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(28, 64):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 65):  	connectivity: 1,  	local depth: 14,  	global depth: 46
(54, 46):  	connectivity: 1,  	local depth: 16,  	global depth: 24
(53, 80):  	connectivity: 1,  	local depth: 3,  	global depth: 3
