(22, 69):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(6, 9):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(39, 66):  	connectivity: 1,  	local depth: 8,  	global depth: 52
(23, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 58):  	connectivity: 1,  	local depth: 19,  	global depth: 36
(67, 57):  	connectivity: 1,  	local depth: 8,  	global depth: 36
(24, 68):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(41, 52):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(57, 56):  	connectivity: 1,  	local depth: 13,  	global depth: 44
(37, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(7, 21):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(49, 65):  	connectivity: 3,  	local depth: 20,  	global depth: 28
(21, 59):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 53):  	connectivity: 1,  	local depth: 11,  	global depth: 74
(9, 7):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(24, 33):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(50, 43):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(58, 30):  	connectivity: 2,  	local depth: 11,  	global depth: 26
(51, 32):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(58, 31):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(11, 10):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(21, 64):  	connectivity: 2,  	local depth: 12,  	global depth: 12
(23, 56):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(49, 68):  	connectivity: 1,  	local depth: 16,  	global depth: 38
(18, 8):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(58, 35):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(67, 71):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(16, 7):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(6, 18):  	connectivity: 3,  	local depth: 5,  	global depth: 5
(77, 85):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(57, 72):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(65, 62):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(68, 53):  	connectivity: 2,  	local depth: 9,  	global depth: 29
(6, 22):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(65, 70):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(28, 28):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(24, 63):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(21, 75):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(10, 21):  	connectivity: 1,  	local depth: 11,  	global depth: 70
(17, 91):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 76):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(14, 7):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(46, 76):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(68, 65):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(23, 68):  	connectivity: 1,  	local depth: 8,  	global depth: 16
(16, 23):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(16, 24):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(68, 71):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(31, 74):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(36, 43):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(36, 72):  	connectivity: 2,  	local depth: 9,  	global depth: 18
(39, 59):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(6, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(34, 60):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(28, 44):  	connectivity: 1,  	local depth: 5,  	global depth: 5
