(88, 44):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(96, 46):  	connectivity: 2,  	local depth: 9,  	global depth: 46
(73, 20):  	connectivity: 2,  	local depth: 14,  	global depth: 36
(35, 12):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 43):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(78, 32):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(87, 22):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(49, 12):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 18):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(88, 52):  	connectivity: 2,  	local depth: 14,  	global depth: 38
(78, 41):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(30, 17):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(68, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 33):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(31, 47):  	connectivity: 2,  	local depth: 19,  	global depth: 157
(78, 49):  	connectivity: 2,  	local depth: 19,  	global depth: 32
(73, 41):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(91, 20):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(82, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(31, 52):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 38):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(87, 41):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(82, 34):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(87, 44):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(35, 41):  	connectivity: 3,  	local depth: 23,  	global depth: 119
(91, 29):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(49, 39):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 44):  	connectivity: 2,  	local depth: 24,  	global depth: 127
(49, 42):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(91, 34):  	connectivity: 2,  	local depth: 21,  	global depth: 30
(91, 38):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(13, 39):  	connectivity: 1,  	local depth: 8,  	global depth: 211
(35, 51):  	connectivity: 3,  	local depth: 26,  	global depth: 137
(91, 41):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(25, 39):  	connectivity: 2,  	local depth: 9,  	global depth: 185
(81, 30):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(76, 24):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(76, 25):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(20, 39):  	connectivity: 1,  	local depth: 8,  	global depth: 229
(39, 47):  	connectivity: 2,  	local depth: 18,  	global depth: 157
(57, 26):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(52, 20):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(81, 41):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(93, 44):  	connectivity: 1,  	local depth: 8,  	global depth: 56
(81, 44):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(80, 20):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(43, 45):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(85, 38):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(80, 30):  	connectivity: 3,  	local depth: 20,  	global depth: 28
(46, 2):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(99, 36):  	connectivity: 1,  	local depth: 13,  	global depth: 44
(52, 38):  	connectivity: 2,  	local depth: 20,  	global depth: 125
(89, 25):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(85, 45):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(46, 10):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 24):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 28):  	connectivity: 2,  	local depth: 17,  	global depth: 193
(80, 44):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(99, 22):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(89, 33):  	connectivity: 1,  	local depth: 5,  	global depth: 5
