(26, 16):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(30, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 31):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(67, 26):  	connectivity: 3,  	local depth: 17,  	global depth: 17
(83, 84):  	connectivity: 3,  	local depth: 14,  	global depth: 14
(67, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(97, 70):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(30, 23):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(42, 36):  	connectivity: 3,  	local depth: 18,  	global depth: 18
(48, 62):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(83, 90):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(59, 42):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(54, 41):  	connectivity: 1,  	local depth: 16,  	global depth: 25
(54, 42):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(59, 51):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(44, 64):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(87, 60):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(48, 74):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(52, 36):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(52, 37):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(48, 80):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(89, 13):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(91, 87):  	connectivity: 3,  	local depth: 14,  	global depth: 14
(65, 37):  	connectivity: 3,  	local depth: 14,  	global depth: 18
(36, 25):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(87, 70):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(76, 21):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(71, 18):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(42, 58):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(76, 25):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 84):  	connectivity: 1,  	local depth: 10,  	global depth: 93
(44, 71):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(79, 86):  	connectivity: 1,  	local depth: 16,  	global depth: 20
(24, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(34, 12):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 79):  	connectivity: 3,  	local depth: 10,  	global depth: 79
(65, 52):  	connectivity: 2,  	local depth: 17,  	global depth: 69
(36, 30):  	connectivity: 2,  	local depth: 15,  	global depth: 19
(41, 28):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(66, 31):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(61, 28):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(76, 41):  	connectivity: 2,  	local depth: 14,  	global depth: 23
(66, 33):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(41, 15):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(85, 6):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(34, 21):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(97, 92):  	connectivity: 1,  	local depth: 11,  	global depth: 24
(61, 31):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(55, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 66):  	connectivity: 2,  	local depth: 17,  	global depth: 61
(63, 48):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(63, 49):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(76, 47):  	connectivity: 1,  	local depth: 19,  	global depth: 65
(61, 35):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(56, 32):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(38, 22):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(34, 24):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(37, 18):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(31, 35):  	connectivity: 2,  	local depth: 13,  	global depth: 21
(64, 25):  	connectivity: 1,  	local depth: 16,  	global depth: 24
(53, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(61, 38):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(55, 63):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(38, 26):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(56, 37):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(88, 5):  	connectivity: 1,  	local depth: 8,  	global depth: 32
(66, 46):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(97, 71):  	connectivity: 2,  	local depth: 13,  	global depth: 69
(67, 19):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(56, 40):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(88, 9):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(56, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(22, 11):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(86, 72):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(78, 81):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(25, 20):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(51, 46):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(64, 42):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(86, 2):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(94, 63):  	connectivity: 2,  	local depth: 17,  	global depth: 55
(93, 91):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(91, 6):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(92, 62):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(77, 44):  	connectivity: 1,  	local depth: 11,  	global depth: 30
(45, 19):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(70, 20):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 17):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 21):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(76, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 25):  	connectivity: 1,  	local depth: 10,  	global depth: 29
(40, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(72, 40):  	connectivity: 1,  	local depth: 11,  	global depth: 83
(92, 55):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(75, 30):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 76):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(93, 83):  	connectivity: 1,  	local depth: 16,  	global depth: 20
(72, 46):  	connectivity: 2,  	local depth: 17,  	global depth: 69
(47, 26):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 24):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(51, 59):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(72, 49):  	connectivity: 3,  	local depth: 19,  	global depth: 57
(81, 85):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(89, 78):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 56):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 28):  	connectivity: 3,  	local depth: 13,  	global depth: 22
(41, 74):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(73, 23):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(93, 9):  	connectivity: 1,  	local depth: 5,  	global depth: 5
