(16, 26),(11, 25),[]
(22, 51),(24, 54),[]
(15, 69),(12, 67),[]
(1, 41),(4, 38),[]
(33, 70),(37, 70),[]
(41, 70),(44, 71),[]
(38, 73),(35, 74),[]
(23, 39),(18, 38),[]
(31, 82),(35, 84),[]
(12, 67),(15, 63),[]
(29, 72),(29, 75),[]
(28, 87),(36, 99),[]
(42, 82),(52, 93),[]
(57, 78),(55, 91),[]
(4, 57),(8, 53),[]
(6, 25),(10, 26),[]
(26, 91),(29, 89),[]
(46, 98),(55, 91),[]
(49, 84),(46, 86),[]
(17, 44),(21, 44),[]
(4, 38),(7, 37),[]
(36, 99),(46, 98),[]
(12, 36),(12, 44),[]
(7, 60),(4, 57),[]
(50, 99),(49, 96),[]
(47, 74),(51, 81),[]
(7, 52),(10, 55),[]
(10, 55),(16, 53),[]
(55, 75),(52, 75),[]
(28, 75),(35, 75),[]
(41, 70),(37, 70),[]
(7, 66),(12, 67),[]
(28, 81),(27, 84),[]
(11, 25),(9, 28),[]
(52, 88),(55, 88),[]
(40, 92),(39, 95),[]
(1, 67),(7, 66),[]
(27, 84),(28, 87),[]
(15, 59),(26, 70),[]
(28, 81),(28, 75),[]
(15, 59),(19, 58),[]
(27, 94),(26, 91),[]
(15, 63),(15, 59),[]
(9, 28),(9, 31),[]
(28, 99),(33, 95),[]
(21, 44),(22, 51),[]
(37, 79),(42, 82),[]
(49, 84),(52, 81),[]
(41, 75),(39, 80),[]
(52, 70),(52, 75),[]
(46, 80),(49, 78),[]
(44, 71),(47, 74),[]
(33, 79),(33, 75),[]
(44, 94),(44, 84),[]
(35, 87),(31, 91),[]
(46, 80),(43, 83),[]
(36, 93),(33, 94),[]
(52, 75),(49, 77),[]
(18, 38),(16, 33),[]
(15, 39),(12, 39),[]
(9, 31),(5, 32),[]
(19, 27),(16, 26),[]
(36, 93),(40, 93),[]
(35, 74),(37, 79),[]
(41, 86),(43, 83),[]
(44, 76),(48, 76),[]
(15, 39),(21, 39),[]
(39, 95),(39, 99),[]
(1, 52),(5, 56),[]
(10, 62),(7, 60),[]
(25, 59),(21, 61),[]
(44, 94),(44, 98),[]
(26, 78),(28, 75),[]
(40, 92),(40, 81),[]
(44, 76),(41, 76),[]
(20, 69),(24, 67),[]
(4, 45),(10, 42),[]
(6, 25),(1, 25),[]
(51, 81),(56, 82),[]
(12, 32),(9, 31),[]
(17, 44),(11, 44),[]
(24, 54),(19, 57),[]
(35, 84),(35, 87),[]
(52, 88),(47, 88),[]
(37, 70),(37, 73),[]
(26, 70),(29, 72),[]
(12, 36),(12, 32),[]
(16, 33),(12, 32),[]
(11, 58),(11, 55),[]
(33, 79),(32, 82),[]
