(46, 1):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(11, 34):  	connectivity: 1,  	local depth: 8,  	global depth: 56
(45, 30):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(9, 22):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(23, 43):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(2, 21):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(50, 13):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(21, 34):  	connectivity: 1,  	local depth: 8,  	global depth: 38
(40, 39):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(37, 21):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(8, 38):  	connectivity: 2,  	local depth: 17,  	global depth: 17
(24, 18):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(37, 30):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(2, 29):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(9, 34):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(2, 34):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(37, 36):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(28, 23):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(28, 24):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(39, 29):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(46, 21):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(0, 25):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(55, 1):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(9, 47):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(3, 26):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(0, 34):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(44, 34):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(0, 38):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(44, 37):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(9, 55):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(46, 34):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(26, 28):  	connectivity: 2,  	local depth: 14,  	global depth: 23
(14, 15):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(26, 29):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(44, 41):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(23, 39):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(26, 34):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(43, 33):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(5, 31):  	connectivity: 1,  	local depth: 11,  	global depth: 23
