(79, 16):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(66, 20):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(32, 36):  	connectivity: 2,  	local depth: 12,  	global depth: 32
(63, 33):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(50, 39):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(77, 3):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(40, 32):  	connectivity: 2,  	local depth: 18,  	global depth: 22
(50, 40):  	connectivity: 1,  	local depth: 13,  	global depth: 26
(66, 25):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(53, 30):  	connectivity: 3,  	local depth: 15,  	global depth: 19
(32, 40):  	connectivity: 1,  	local depth: 8,  	global depth: 40
(66, 28):  	connectivity: 2,  	local depth: 11,  	global depth: 20
(63, 40):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(77, 9):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(43, 25):  	connectivity: 2,  	local depth: 13,  	global depth: 22
(67, 1):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(54, 6):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(54, 5):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(67, 4):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(76, 40):  	connectivity: 2,  	local depth: 12,  	global depth: 27
(54, 8):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(92, 41):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(26, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 35):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(67, 8):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(29, 54):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 19):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(54, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(70, 1):  	connectivity: 1,  	local depth: 8,  	global depth: 35
(69, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(67, 15):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(56, 37):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 34):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(24, 51):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 46):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 40):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(60, 6):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(67, 30):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(82, 45):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(44, 32):  	connectivity: 3,  	local depth: 15,  	global depth: 24
(33, 33):  	connectivity: 2,  	local depth: 13,  	global depth: 26
(70, 24):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(32, 29):  	connectivity: 1,  	local depth: 8,  	global depth: 34
(63, 6):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(67, 40):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(47, 27):  	connectivity: 1,  	local depth: 13,  	global depth: 32
(76, 7):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(76, 8):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(20, 51):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(71, 7):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 34):  	connectivity: 2,  	local depth: 11,  	global depth: 30
(71, 12):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(37, 28):  	connectivity: 1,  	local depth: 13,  	global depth: 30
(74, 1):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(60, 33):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(37, 31):  	connectivity: 3,  	local depth: 18,  	global depth: 22
(73, 31):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(61, 11):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(71, 19):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(51, 4):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(37, 37):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(88, 52):  	connectivity: 1,  	local depth: 8,  	global depth: 34
(55, 40):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(64, 8):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(48, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(64, 12):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(61, 25):  	connectivity: 2,  	local depth: 11,  	global depth: 20
(74, 21):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(51, 19):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(64, 17):  	connectivity: 1,  	local depth: 13,  	global depth: 26
(62, 2):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(49, 7):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(31, 40):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(59, 20):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(75, 5):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(28, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
