(31, 90):  	connectivity: 1,  	local depth: 8,  	global depth: 23
(18, 98):  	connectivity: 2,  	local depth: 12,  	global depth: 12
(31, 94):  	connectivity: 2,  	local depth: 9,  	global depth: 18
(21, 87):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(31, 98):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(8, 95):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 68):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(29, 85):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(6, 83):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(21, 98):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(45, 74):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(19, 84):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 77):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(6, 91):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(48, 68):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(9, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(45, 82):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(35, 75):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(2, 64):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(19, 94):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(38, 66):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(9, 90):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(2, 71):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(48, 85):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(35, 89):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(45, 98):  	connectivity: 2,  	local depth: 14,  	global depth: 32
(2, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(49, 65):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(12, 93):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(28, 78):  	connectivity: 1,  	local depth: 3,  	global depth: 3
