(16, 71):  	connectivity: 2,  	local depth: 17,  	global depth: 56
(28, 40):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(22, 58):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(50, 77):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(40, 70):  	connectivity: 3,  	local depth: 10,  	global depth: 14
(20, 43):  	connectivity: 3,  	local depth: 10,  	global depth: 25
(30, 43):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(37, 51):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(4, 21):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(18, 55):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(41, 47):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(8, 28):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(3, 13):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(40, 76):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(37, 56):  	connectivity: 1,  	local depth: 16,  	global depth: 20
(20, 49):  	connectivity: 2,  	local depth: 14,  	global depth: 22
(13, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(9, 5):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(28, 35):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(4, 18):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(3, 18):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(30, 50):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(35, 33):  	connectivity: 2,  	local depth: 14,  	global depth: 48
(24, 36):  	connectivity: 3,  	local depth: 14,  	global depth: 14
(22, 70):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(28, 57):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(17, 44):  	connectivity: 1,  	local depth: 10,  	global depth: 32
(33, 36):  	connectivity: 2,  	local depth: 11,  	global depth: 62
(51, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(22, 52):  	connectivity: 1,  	local depth: 8,  	global depth: 22
(49, 54):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 66):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(24, 38):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(22, 75):  	connectivity: 2,  	local depth: 17,  	global depth: 56
(3, 28):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(25, 40):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(37, 73):  	connectivity: 1,  	local depth: 10,  	global depth: 19
(49, 63):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(49, 66):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(41, 77):  	connectivity: 1,  	local depth: 16,  	global depth: 54
(20, 29):  	connectivity: 1,  	local depth: 16,  	global depth: 20
(49, 69):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(25, 49):  	connectivity: 2,  	local depth: 17,  	global depth: 21
(42, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 76):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(18, 75):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(22, 46):  	connectivity: 2,  	local depth: 13,  	global depth: 22
(25, 54):  	connectivity: 2,  	local depth: 9,  	global depth: 17
(19, 40):  	connectivity: 1,  	local depth: 10,  	global depth: 32
(45, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(34, 54):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(37, 29):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(30, 72):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(27, 48):  	connectivity: 3,  	local depth: 14,  	global depth: 14
(17, 49):  	connectivity: 2,  	local depth: 11,  	global depth: 25
(55, 62):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(55, 63):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(37, 33):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(18, 40):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(23, 64):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(39, 40):  	connectivity: 2,  	local depth: 19,  	global depth: 42
(17, 33):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(39, 41):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(21, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 43):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(6, 12):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(31, 32):  	connectivity: 1,  	local depth: 11,  	global depth: 24
(19, 60):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(45, 72):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(15, 39):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(45, 76):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(53, 68):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(33, 47):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(40, 61):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(29, 66):  	connectivity: 3,  	local depth: 20,  	global depth: 42
(26, 62):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(27, 72):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(43, 63):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 64):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(53, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(19, 67):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(46, 57):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(32, 39):  	connectivity: 2,  	local depth: 9,  	global depth: 72
(26, 68):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(38, 33):  	connectivity: 2,  	local depth: 17,  	global depth: 44
(16, 34):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(31, 51):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(32, 43):  	connectivity: 1,  	local depth: 8,  	global depth: 84
(14, 11):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(40, 52):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(36, 42):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(46, 72):  	connectivity: 1,  	local depth: 10,  	global depth: 19
(16, 64):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(15, 29):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(15, 60):  	connectivity: 1,  	local depth: 11,  	global depth: 24
(54, 66):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(36, 47):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(26, 75):  	connectivity: 1,  	local depth: 11,  	global depth: 68
(33, 70):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(44, 62):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(10, 4):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(17, 55):  	connectivity: 1,  	local depth: 8,  	global depth: 37
(44, 67):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(30, 33):  	connectivity: 2,  	local depth: 14,  	global depth: 54
(47, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(26, 30):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 71):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(57, 68):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(36, 57):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(21, 71):  	connectivity: 3,  	local depth: 16,  	global depth: 46
(47, 63):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(15, 74):  	connectivity: 1,  	local depth: 11,  	global depth: 68
(16, 52):  	connectivity: 2,  	local depth: 9,  	global depth: 30
(10, 19):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(40, 53):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(11, 8):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(26, 43):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(16, 56):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(21, 72):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(4, 7):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(8, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(8, 16):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(22, 32):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 75):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(21, 31):  	connectivity: 1,  	local depth: 3,  	global depth: 3
