(41, 62):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(17, 30):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(58, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(64, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(42, 69):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(17, 31):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(44, 58):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(43, 31):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(68, 91):  	connectivity: 1,  	local depth: 8,  	global depth: 54
(33, 55):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(68, 94):  	connectivity: 2,  	local depth: 9,  	global depth: 45
(25, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 78):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(66, 84):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(13, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(39, 56):  	connectivity: 1,  	local depth: 8,  	global depth: 42
(79, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 83):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(40, 52):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(13, 67):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(94, 86):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(76, 98):  	connectivity: 2,  	local depth: 17,  	global depth: 30
(49, 25):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(79, 87):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(77, 73):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(28, 68):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(56, 83):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 34):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(24, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 61):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(39, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(58, 37):  	connectivity: 1,  	local depth: 5,  	global depth: 5
