(14, 51):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(56, 72):  	connectivity: 1,  	local depth: 8,  	global depth: 60
(68, 24):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(15, 87):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(39, 23):  	connectivity: 1,  	local depth: 8,  	global depth: 30
(19, 84):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 42):  	connectivity: 2,  	local depth: 11,  	global depth: 20
(78, 34):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(57, 47):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(5, 95):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(68, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(64, 68):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(57, 48):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(93, 95):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(42, 58):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(26, 78):  	connectivity: 2,  	local depth: 9,  	global depth: 48
(35, 68):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(42, 61):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(68, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(71, 92):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(26, 65):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(79, 85):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(78, 44):  	connectivity: 3,  	local depth: 19,  	global depth: 19
(84, 20):  	connectivity: 1,  	local depth: 11,  	global depth: 33
(40, 64):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(96, 75):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(59, 73):  	connectivity: 2,  	local depth: 9,  	global depth: 50
(78, 45):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(94, 59):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(8, 58):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(78, 31):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(37, 72):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(72, 75):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(9, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 59):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(44, 21):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(68, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(50, 46):  	connectivity: 1,  	local depth: 8,  	global depth: 16
(54, 78):  	connectivity: 2,  	local depth: 19,  	global depth: 32
