(73, 37):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(22, 37):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(18, 29):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(38, 31):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(27, 52):  	connectivity: 3,  	local depth: 15,  	global depth: 19
(44, 24):  	connectivity: 2,  	local depth: 19,  	global depth: 78
(33, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(18, 31):  	connectivity: 1,  	local depth: 16,  	global depth: 37
(76, 32):  	connectivity: 2,  	local depth: 11,  	global depth: 24
(86, 41):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(22, 43):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(18, 35):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(12, 13):  	connectivity: 2,  	local depth: 12,  	global depth: 41
(34, 13):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(21, 75):  	connectivity: 1,  	local depth: 8,  	global depth: 35
(21, 15):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(14, 39):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(22, 46):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(89, 36):  	connectivity: 3,  	local depth: 12,  	global depth: 21
(44, 37):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(13, 63):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(44, 38):  	connectivity: 3,  	local depth: 20,  	global depth: 62
(18, 40):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(8, 48):  	connectivity: 1,  	local depth: 13,  	global depth: 84
(18, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(12, 21):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(14, 45):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(21, 23):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(6, 21):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(6, 22):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(43, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(9, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 51
(61, 41):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(21, 27):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(31, 13):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 59):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(42, 67):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(9, 19):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(16, 45):  	connectivity: 2,  	local depth: 19,  	global depth: 64
(18, 24):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(19, 32):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(23, 59):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(27, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 63):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(45, 66):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(38, 69):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(28, 16):  	connectivity: 3,  	local depth: 20,  	global depth: 29
(23, 30):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(16, 57):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(14, 24):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(28, 21):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(67, 35):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(9, 33):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(23, 34):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(31, 16):  	connectivity: 2,  	local depth: 14,  	global depth: 37
(36, 19):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(8, 29):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(8, 30):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(17, 61):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(95, 39):  	connectivity: 1,  	local depth: 3,  	global depth: 3
