(46, 85):  	connectivity: 1,  	local depth: 13,  	global depth: 27
(30, 61):  	connectivity: 2,  	local depth: 21,  	global depth: 25
(44, 71):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(22, 68):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(44, 77):  	connectivity: 1,  	local depth: 11,  	global depth: 32
(24, 75):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(44, 81):  	connectivity: 2,  	local depth: 11,  	global depth: 25
(50, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(24, 78):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(3, 48):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(13, 66):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(26, 82):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(26, 84):  	connectivity: 1,  	local depth: 10,  	global depth: 30
(26, 85):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(50, 68):  	connectivity: 2,  	local depth: 18,  	global depth: 27
(40, 61):  	connectivity: 4,  	local depth: 18,  	global depth: 22
(37, 74):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(3, 54):  	connectivity: 1,  	local depth: 8,  	global depth: 46
(9, 84):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(25, 61):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(27, 57):  	connectivity: 1,  	local depth: 8,  	global depth: 16
(21, 59):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(9, 85):  	connectivity: 1,  	local depth: 16,  	global depth: 16
(13, 76):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(22, 82):  	connectivity: 3,  	local depth: 5,  	global depth: 5
(25, 64):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(27, 61):  	connectivity: 2,  	local depth: 12,  	global depth: 12
(25, 67):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(25, 68):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(38, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(13, 82):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(20, 59):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(22, 85):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(40, 75):  	connectivity: 2,  	local depth: 16,  	global depth: 29
(51, 55):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(3, 63):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(25, 71):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(40, 78):  	connectivity: 1,  	local depth: 14,  	global depth: 38
(14, 56):  	connectivity: 2,  	local depth: 9,  	global depth: 37
(51, 63):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(38, 68):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(21, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(21, 76):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(41, 59):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(9, 59):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(27, 78):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(7, 51):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(11, 80):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(11, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(3, 82):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(51, 80):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(14, 75):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(41, 78):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(47, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(8, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(28, 72):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(20, 78):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(28, 75):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(5, 71):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(36, 84):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(32, 66):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(17, 76):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(5, 75):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(28, 67):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(14, 83):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(15, 72):  	connectivity: 3,  	local depth: 11,  	global depth: 11
(8, 64):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(39, 84):  	connectivity: 2,  	local depth: 19,  	global depth: 19
(45, 60):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(24, 61):  	connectivity: 2,  	local depth: 17,  	global depth: 30
(62, 92):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(10, 75):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(6, 55):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(43, 56):  	connectivity: 1,  	local depth: 18,  	global depth: 31
(16, 59):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(6, 59):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(6, 61):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(35, 68):  	connectivity: 3,  	local depth: 10,  	global depth: 10
(45, 76):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(20, 72):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(16, 63):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(43, 63):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(18, 80):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(35, 73):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(18, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(55, 91):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(6, 68):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(35, 77):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(18, 85):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(58, 83):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(20, 64):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(48, 77):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(4, 72):  	connectivity: 1,  	local depth: 11,  	global depth: 19
