(52, 17):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(37, 17):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(65, 19):  	connectivity: 2,  	local depth: 17,  	global depth: 17
(72, 39):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(27, 39):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(65, 22):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(62, 36):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(81, 12):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 53):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 38):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(68, 19):  	connectivity: 2,  	local depth: 11,  	global depth: 19
(32, 52):  	connectivity: 2,  	local depth: 14,  	global depth: 52
(31, 23):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(21, 8):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(45, 20):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(37, 32):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(35, 35):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(68, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(55, 33):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(26, 20):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(71, 19):  	connectivity: 2,  	local depth: 9,  	global depth: 23
(68, 33):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(58, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(26, 24):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(17, 5):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(48, 23):  	connectivity: 3,  	local depth: 19,  	global depth: 36
(82, 7):  	connectivity: 1,  	local depth: 8,  	global depth: 29
(56, 19):  	connectivity: 2,  	local depth: 17,  	global depth: 46
(88, 60):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(71, 33):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(26, 32):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(48, 31):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(38, 21):  	connectivity: 2,  	local depth: 16,  	global depth: 46
(31, 43):  	connectivity: 1,  	local depth: 8,  	global depth: 74
(71, 39):  	connectivity: 1,  	local depth: 8,  	global depth: 22
(38, 26):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(31, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(31, 48):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(31, 49):  	connectivity: 2,  	local depth: 9,  	global depth: 62
(56, 34):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(75, 6):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(31, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(26, 41):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(38, 32):  	connectivity: 3,  	local depth: 20,  	global depth: 38
(33, 44):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(49, 18):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(46, 33):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 31):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(54, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(46, 36):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(38, 39):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 42):  	connectivity: 2,  	local depth: 9,  	global depth: 17
(22, 12):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(54, 32):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(38, 53):  	connectivity: 2,  	local depth: 19,  	global depth: 44
(46, 42):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(39, 20):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(57, 24):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(25, 12):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(43, 33):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(30, 39):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(67, 37):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(60, 18):  	connectivity: 1,  	local depth: 11,  	global depth: 58
(41, 36):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(42, 17):  	connectivity: 2,  	local depth: 25,  	global depth: 40
(41, 41):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(57, 38):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(82, 60):  	connectivity: 1,  	local depth: 10,  	global depth: 19
(73, 25):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(50, 22):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(39, 38):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(34, 23):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(73, 29):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(43, 38):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(36, 24):  	connectivity: 3,  	local depth: 10,  	global depth: 54
(34, 27):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(39, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(73, 32):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(24, 6):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(47, 43):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(73, 36):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(41, 24):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(53, 21):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(63, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(40, 34):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(50, 36):  	connectivity: 1,  	local depth: 10,  	global depth: 25
(28, 29):  	connectivity: 1,  	local depth: 16,  	global depth: 50
(63, 35):  	connectivity: 3,  	local depth: 10,  	global depth: 19
(63, 39):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(15, 9):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(53, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(83, 56):  	connectivity: 3,  	local depth: 10,  	global depth: 14
(73, 48):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(29, 32):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(83, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(73, 51):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(41, 29):  	connectivity: 1,  	local depth: 10,  	global depth: 66
(74, 25):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(34, 48):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(66, 36):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(53, 40):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(86, 54):  	connectivity: 1,  	local depth: 10,  	global depth: 19
(74, 32):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(66, 40):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(64, 24):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(64, 25):  	connectivity: 2,  	local depth: 13,  	global depth: 17
(43, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(43, 48):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(64, 27):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(64, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(32, 22):  	connectivity: 1,  	local depth: 10,  	global depth: 66
(28, 51):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(30, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(74, 40):  	connectivity: 1,  	local depth: 10,  	global depth: 25
(54, 24):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(20, 15):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(76, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(29, 29):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 21):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(33, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
