(40, 97):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(41, 55):  	connectivity: 1,  	local depth: 8,  	global depth: 95
(51, 99):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(41, 91):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(39, 88):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(43, 73):  	connectivity: 2,  	local depth: 12,  	global depth: 81
(50, 93):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(55, 61):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(55, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(48, 78):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(42, 66):  	connectivity: 3,  	local depth: 20,  	global depth: 59
(41, 59):  	connectivity: 2,  	local depth: 12,  	global depth: 81
(54, 90):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(58, 88):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(55, 64):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(68, 97):  	connectivity: 2,  	local depth: 14,  	global depth: 69
(48, 81):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(41, 62):  	connectivity: 2,  	local depth: 16,  	global depth: 69
(53, 87):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(39, 56):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(47, 77):  	connectivity: 1,  	local depth: 8,  	global depth: 95
(47, 78):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(53, 91):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(72, 98):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(66, 87):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(48, 87):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(60, 96):  	connectivity: 2,  	local depth: 11,  	global depth: 87
(58, 61):  	connectivity: 3,  	local depth: 11,  	global depth: 11
(76, 98):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(44, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 70):  	connectivity: 2,  	local depth: 16,  	global depth: 69
(54, 67):  	connectivity: 2,  	local depth: 19,  	global depth: 57
(64, 74):  	connectivity: 2,  	local depth: 17,  	global depth: 57
(59, 70):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(57, 56):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(58, 64):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(42, 80):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(66, 93):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(44, 96):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(44, 97):  	connectivity: 1,  	local depth: 8,  	global depth: 113
(51, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(43, 54):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(39, 75):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(49, 67):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(44, 99):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(47, 87):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(59, 76):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(52, 56):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 93):  	connectivity: 2,  	local depth: 14,  	global depth: 63
(57, 97):  	connectivity: 2,  	local depth: 9,  	global depth: 99
(69, 86):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(55, 81):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(50, 78):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(48, 99):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(47, 55):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(52, 59):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(58, 70):  	connectivity: 1,  	local depth: 11,  	global depth: 19
(43, 96):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(46, 84):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(52, 96):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(54, 76):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(47, 56):  	connectivity: 1,  	local depth: 11,  	global depth: 19
(64, 85):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(59, 80):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(47, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 94):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 64):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(69, 92):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(63, 80):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(41, 85):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(47, 61):  	connectivity: 1,  	local depth: 11,  	global depth: 19
(53, 73):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(65, 97):  	connectivity: 2,  	local depth: 14,  	global depth: 77
(54, 82):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(46, 91):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 67):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(61, 67):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(63, 83):  	connectivity: 2,  	local depth: 14,  	global depth: 59
(69, 96):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(58, 80):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(48, 73):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(47, 66):  	connectivity: 1,  	local depth: 8,  	global depth: 8
