(9, 64):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(52, 7):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(32, 24):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(13, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(52, 8):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(38, 32):  	connectivity: 2,  	local depth: 17,  	global depth: 69
(6, 48):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(47, 67):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(37, 24):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(38, 35):  	connectivity: 3,  	local depth: 19,  	global depth: 56
(41, 24):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(12, 44):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(50, 17):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(41, 12):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(54, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(12, 47):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(22, 60):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(45, 37):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(24, 0):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(16, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(38, 28):  	connectivity: 1,  	local depth: 11,  	global depth: 84
(51, 1):  	connectivity: 1,  	local depth: 8,  	global depth: 21
(7, 67):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(32, 40):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(18, 46):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 35):  	connectivity: 2,  	local depth: 17,  	global depth: 69
(60, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(10, 83):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(41, 0):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(53, 50):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(24, 10):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(16, 59):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(7, 77):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(18, 54):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(51, 10):  	connectivity: 1,  	local depth: 13,  	global depth: 17
(18, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(24, 16):  	connectivity: 1,  	local depth: 8,  	global depth: 23
(6, 54):  	connectivity: 3,  	local depth: 10,  	global depth: 10
(12, 66):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(20, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(10, 57):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(49, 51):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(50, 21):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(51, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 61):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(10, 60):  	connectivity: 2,  	local depth: 12,  	global depth: 12
(17, 46):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(26, 21):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(12, 70):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(4, 59):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(53, 63):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(49, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(19, 43):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(16, 72):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(48, 1):  	connectivity: 2,  	local depth: 12,  	global depth: 16
(12, 75):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(10, 65):  	connectivity: 1,  	local depth: 8,  	global depth: 16
(37, 11):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(12, 76):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(14, 84):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 15):  	connectivity: 1,  	local depth: 8,  	global depth: 95
(35, 21):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(47, 4):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(29, 24):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(11, 50):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(36, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(26, 37):  	connectivity: 1,  	local depth: 8,  	global depth: 86
(47, 8):  	connectivity: 3,  	local depth: 12,  	global depth: 12
(49, 61):  	connectivity: 3,  	local depth: 5,  	global depth: 5
(1, 81):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(54, 51):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(29, 30):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(23, 8):  	connectivity: 2,  	local depth: 14,  	global depth: 67
(52, 66):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(24, 42):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(52, 4):  	connectivity: 2,  	local depth: 9,  	global depth: 18
(38, 22):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 28):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(38, 23):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(54, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(8, 86):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(28, 2):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(25, 5):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(4, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(28, 5):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(23, 23):  	connectivity: 2,  	local depth: 22,  	global depth: 56
(28, 7):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(19, 61):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(30, 19):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(15, 78):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(23, 26):  	connectivity: 3,  	local depth: 25,  	global depth: 47
(30, 37):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(44, 0):  	connectivity: 1,  	local depth: 11,  	global depth: 11
(11, 69):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(33, 0):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(50, 51):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(23, 31):  	connectivity: 2,  	local depth: 19,  	global depth: 58
(44, 5):  	connectivity: 1,  	local depth: 11,  	global depth: 20
(5, 63):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(50, 55):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(44, 8):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(23, 35):  	connectivity: 2,  	local depth: 12,  	global depth: 71
(35, 42):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(11, 78):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(46, 19):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(33, 10):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(8, 43):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(30, 15):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(27, 36):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(50, 61):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(5, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(33, 14):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(47, 24):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(11, 83):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(8, 49):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(30, 10):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(46, 28):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(44, 20):  	connectivity: 2,  	local depth: 11,  	global depth: 15
(5, 81):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(45, 8):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(39, 40):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(46, 59):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(58, 63):  	connectivity: 1,  	local depth: 10,  	global depth: 10
(55, 3):  	connectivity: 1,  	local depth: 8,  	global depth: 23
(21, 48):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(46, 36):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(34, 4):  	connectivity: 3,  	local depth: 7,  	global depth: 7
(45, 13):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(45, 15):  	connectivity: 2,  	local depth: 4,  	global depth: 4
