(16, 9),(20, 19),[]
(36, 19),(39, 16),[]
(34, 10),(20, 18),[]
(0, 10),(3, 8),[]
(12, 13),(9, 12),[]
(12, 13),(18, 13),[]
(6, 37),(8, 34),[]
(40, 7),(37, 5),[]
(46, 46),(43, 45),[]
(27, 39),(30, 40),[]
(21, 43),(21, 40),[]
(39, 21),(33, 27),[]
(0, 26),(4, 26),[]
(22, 13),(22, 9),[]
(1, 14),(1, 17),[]
(24, 5),(28, 6),[]
(14, 38),(3, 30),[]
(25, 21),(22, 23),[]
(34, 23),(33, 27),[]
(12, 31),(9, 34),[]
(40, 47),(41, 44),[]
(13, 16),(13, 13),[]
(21, 9),(16, 9),[]
(35, 46),(37, 42),[]
(6, 19),(10, 9),[]
(31, 0),(26, 0),[]
(16, 43),(19, 39),[]
(3, 30),(6, 19),[]
(7, 46),(10, 46),[]
(17, 31),(16, 35),[]
(30, 22),(30, 19),[]
(30, 22),(30, 26),[]
(32, 4),(37, 4),[]
(26, 0),(29, 3),[]
(32, 4),(29, 4),[]
(13, 16),(13, 21),[]
(6, 3),(9, 3),[]
(39, 21),(42, 19),[]
(19, 47),(16, 45),[]
(45, 17),(43, 20),[]
(29, 19),(31, 16),[]
(0, 17),(3, 17),[]
(21, 9),(25, 10),[]
(29, 45),(29, 42),[]
(46, 11),(46, 7),[]
(45, 24),(43, 20),[]
(3, 8),(16, 9),[]
(5, 13),(8, 13),[]
(3, 39),(6, 37),[]
(40, 27),(42, 32),[]
(46, 0),(42, 3),[]
(22, 13),(23, 16),[]
(12, 1),(17, 1),[]
(43, 20),(34, 10),[]
(13, 41),(14, 38),[]
(10, 21),(13, 21),[]
(38, 32),(35, 32),[]
(10, 21),(5, 21),[]
(6, 41),(9, 41),[]
(38, 32),(42, 32),[]
(46, 7),(42, 3),[]
(42, 32),(45, 37),[]
(9, 1),(9, 8),[]
(33, 19),(36, 19),[]
(39, 38),(38, 42),[]
(30, 26),(33, 27),[]
(18, 1),(16, 9),[]
(3, 0),(0, 4),[]
(3, 17),(6, 18),[]
(43, 45),(31, 39),[]
(1, 14),(1, 9),[]
(46, 29),(42, 31),[]
(23, 46),(21, 43),[]
(8, 29),(8, 34),[]
(29, 3),(28, 6),[]
(32, 45),(36, 45),[]
(25, 10),(29, 10),[]
(10, 46),(9, 40),[]
(14, 28),(12, 31),[]
(24, 28),(20, 19),[]
(35, 32),(24, 28),[]
(9, 40),(12, 37),[]
(15, 0),(18, 1),[]
(13, 21),(20, 20),[]
(21, 40),(15, 37),[]
(0, 33),(3, 30),[]
(45, 37),(42, 44),[]
(31, 16),(29, 13),[]
(43, 14),(40, 17),[]
(33, 27),(33, 31),[]
(28, 6),(30, 12),[]
(8, 29),(9, 26),[]
(12, 1),(9, 1),[]
(0, 4),(3, 8),[]
(12, 4),(17, 4),[]
(1, 21),(5, 21),[]
(39, 0),(34, 10),[]
(29, 42),(34, 32),[]
(31, 0),(34, 1),[]
(34, 1),(34, 4),[]
(33, 19),(29, 19),[]
(42, 3),(39, 1),[]
(12, 4),(9, 4),[]
(6, 3),(1, 3),[]
(26, 35),(29, 30),[]
(0, 37),(3, 39),[]
(2, 46),(7, 46),[]
(20, 6),(17, 6),[]
(20, 6),(27, 6),[]
(15, 47),(16, 43),[]
(22, 0),(16, 0),[]
(30, 26),(23, 26),[]
(32, 45),(29, 45),[]
(16, 35),(14, 38),[]
(9, 26),(5, 24),[]
(22, 0),(26, 0),[]
