(88, 37):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(52, 38):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(39, 51):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(83, 35):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(88, 40):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(17, 82):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(76, 17):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(49, 56):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(60, 36):  	connectivity: 3,  	local depth: 23,  	global depth: 130
(76, 20):  	connectivity: 1,  	local depth: 8,  	global depth: 32
(86, 29):  	connectivity: 3,  	local depth: 10,  	global depth: 10
(50, 31):  	connectivity: 2,  	local depth: 25,  	global depth: 119
(76, 23):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(47, 43):  	connectivity: 1,  	local depth: 11,  	global depth: 26
(49, 61):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(97, 5):  	connectivity: 1,  	local depth: 11,  	global depth: 187
(82, 3):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(66, 20):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(56, 14):  	connectivity: 2,  	local depth: 12,  	global depth: 25
(33, 64):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(98, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(95, 19):  	connectivity: 2,  	local depth: 9,  	global depth: 24
(63, 38):  	connectivity: 2,  	local depth: 22,  	global depth: 149
(95, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(67, 3):  	connectivity: 2,  	local depth: 19,  	global depth: 159
(90, 7):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(47, 59):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 0):  	connectivity: 2,  	local depth: 19,  	global depth: 137
(40, 40):  	connectivity: 3,  	local depth: 12,  	global depth: 16
(95, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 30):  	connectivity: 1,  	local depth: 8,  	global depth: 30
(59, 14):  	connectivity: 2,  	local depth: 16,  	global depth: 20
(67, 6):  	connectivity: 3,  	local depth: 23,  	global depth: 138
