(13, 85),(13, 80),[]
(23, 88),(22, 85),[]
(22, 78),(25, 79),[]
(41, 52),(31, 54),[]
(7, 89),(7, 86),[]
(10, 83),(12, 80),[]
(35, 69),(42, 69),[]
(19, 73),(20, 69),[]
(28, 87),(23, 87),[]
(46, 42),(41, 52),[]
(27, 83),(24, 82),[]
(34, 75),(22, 67),[]
(38, 49),(39, 52),[]
(23, 72),(26, 70),[]
(38, 46),(38, 49),[]
(8, 77),(11, 79),[]
(39, 56),(38, 53),[]
(22, 75),(22, 67),[]
(40, 61),(33, 54),[]
(37, 87),(41, 86),[]
(41, 42),(45, 44),[]
(31, 87),(31, 83),[]
(11, 89),(14, 88),[]
(32, 50),(34, 53),[]
(29, 80),(29, 72),[]
(44, 68),(34, 75),[]
(31, 63),(28, 59),[]
(14, 76),(17, 78),[]
(8, 86),(9, 83),[]
(44, 73),(44, 79),[]
(18, 77),(15, 81),[]
(43, 55),(41, 52),[]
(41, 85),(44, 83),[]
(35, 69),(32, 69),[]
(37, 82),(33, 82),[]
(37, 77),(41, 77),[]
(37, 87),(31, 87),[]
(29, 80),(29, 83),[]
(4, 89),(4, 86),[]
(37, 77),(34, 77),[]
(3, 68),(1, 79),[]
(29, 67),(32, 68),[]
(28, 87),(31, 87),[]
(0, 66),(3, 68),[]
(42, 64),(39, 66),[]
(46, 50),(46, 43),[]
(33, 83),(34, 75),[]
(17, 86),(18, 83),[]
(44, 59),(44, 68),[]
(0, 79),(10, 83),[]
(45, 84),(39, 72),[]
(44, 73),(43, 69),[]
(22, 75),(22, 78),[]
(2, 85),(5, 86),[]
(29, 90),(34, 90),[]
(26, 90),(23, 88),[]
(24, 64),(20, 69),[]
(8, 77),(2, 71),[]
(22, 85),(29, 72),[]
(19, 90),(17, 86),[]
(32, 68),(30, 72),[]
(11, 79),(22, 85),[]
(31, 54),(24, 64),[]
(34, 59),(30, 56),[]
(44, 59),(43, 55),[]
(40, 61),(42, 64),[]
(14, 88),(17, 87),[]
(19, 73),(19, 83),[]
(5, 86),(8, 86),[]
(36, 64),(42, 69),[]
(37, 82),(44, 82),[]
(43, 89),(41, 85),[]
(46, 53),(43, 55),[]
(46, 50),(46, 53),[]
(13, 85),(13, 88),[]
(46, 78),(43, 80),[]
(34, 90),(34, 87),[]
(29, 90),(26, 90),[]
(29, 67),(22, 67),[]
(27, 83),(33, 83),[]
