(93, 70):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(52, 98):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(88, 98):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 70):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(81, 79):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(55, 88):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(93, 96):  	connectivity: 3,  	local depth: 17,  	global depth: 48
(51, 60):  	connectivity: 1,  	local depth: 12,  	global depth: 47
(68, 92):  	connectivity: 2,  	local depth: 13,  	global depth: 65
(72, 53):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(55, 97):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(93, 93):  	connectivity: 1,  	local depth: 16,  	global depth: 61
(66, 81):  	connectivity: 3,  	local depth: 9,  	global depth: 9
(96, 89):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 89):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(96, 86):  	connectivity: 2,  	local depth: 16,  	global depth: 62
(56, 79):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(93, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 88):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(53, 92):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(51, 77):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(66, 91):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(59, 73):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(51, 82):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(85, 66):  	connectivity: 3,  	local depth: 5,  	global depth: 5
(56, 88):  	connectivity: 2,  	local depth: 12,  	global depth: 76
(69, 85):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(93, 66):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(65, 54):  	connectivity: 1,  	local depth: 8,  	global depth: 30
(95, 74):  	connectivity: 1,  	local depth: 8,  	global depth: 86
(75, 64):  	connectivity: 2,  	local depth: 11,  	global depth: 20
(78, 54):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(96, 73):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(75, 66):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(93, 64):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(96, 70):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(62, 74):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(62, 75):  	connectivity: 2,  	local depth: 14,  	global depth: 41
(88, 68):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(82, 92):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(72, 86):  	connectivity: 1,  	local depth: 11,  	global depth: 15
(62, 78):  	connectivity: 1,  	local depth: 13,  	global depth: 13
(73, 61):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(86, 58):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(86, 60):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(72, 93):  	connectivity: 3,  	local depth: 15,  	global depth: 56
(88, 77):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(85, 90):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(96, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(86, 63):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(96, 60):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(78, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(88, 82):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(76, 58):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(88, 85):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(85, 98):  	connectivity: 2,  	local depth: 20,  	global depth: 48
(66, 54):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 58):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(93, 63):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(75, 92):  	connectivity: 1,  	local depth: 13,  	global depth: 69
(89, 60):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(66, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(63, 71):  	connectivity: 2,  	local depth: 16,  	global depth: 35
(89, 64):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(63, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(78, 86):  	connectivity: 2,  	local depth: 9,  	global depth: 24
(86, 78):  	connectivity: 2,  	local depth: 9,  	global depth: 17
(53, 67):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(95, 58):  	connectivity: 3,  	local depth: 10,  	global depth: 14
(92, 89):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 60):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(60, 89):  	connectivity: 1,  	local depth: 8,  	global depth: 59
(87, 54):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(84, 66):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(99, 99):  	connectivity: 1,  	local depth: 16,  	global depth: 66
(84, 70):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(60, 95):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(76, 79):  	connectivity: 1,  	local depth: 8,  	global depth: 22
(76, 80):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(60, 97):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(99, 80):  	connectivity: 2,  	local depth: 12,  	global depth: 73
(60, 98):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(97, 96):  	connectivity: 3,  	local depth: 17,  	global depth: 53
(76, 83):  	connectivity: 2,  	local depth: 11,  	global depth: 20
(73, 96):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(74, 70):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(94, 83):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(54, 57):  	connectivity: 4,  	local depth: 11,  	global depth: 37
(74, 73):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(74, 75):  	connectivity: 2,  	local depth: 14,  	global depth: 18
(61, 79):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 74):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(61, 82):  	connectivity: 2,  	local depth: 9,  	global depth: 49
(54, 63):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(67, 61):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 78):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(97, 84):  	connectivity: 1,  	local depth: 3,  	global depth: 3
