(65, 82),(54, 76),[]
(72, 61),(78, 61),[]
(64, 88),(64, 85),[]
(63, 59),(63, 68),[]
(68, 74),(71, 75),[]
(79, 70),(69, 69),[]
(59, 60),(57, 70),[]
(69, 62),(69, 57),[]
(79, 64),(79, 70),[]
(60, 83),(61, 80),[]
(60, 50),(59, 60),[]
(77, 59),(79, 64),[]
(69, 52),(72, 54),[]
(78, 73),(78, 70),[]
(63, 75),(74, 86),[]
(78, 78),(74, 81),[]
(89, 38),(78, 50),[]
(69, 80),(66, 83),[]
(56, 54),(59, 56),[]
(74, 74),(71, 75),[]
(75, 54),(79, 54),[]
(73, 89),(73, 86),[]
(53, 77),(57, 70),[]
(64, 64),(64, 68),[]
(72, 61),(69, 61),[]
(53, 66),(52, 69),[]
(77, 97),(73, 97),[]
(56, 60),(59, 60),[]
(74, 74),(78, 74),[]
(56, 82),(60, 82),[]
(52, 59),(60, 51),[]
(74, 65),(74, 69),[]
(78, 73),(78, 78),[]
(60, 97),(61, 93),[]
(69, 69),(58, 67),[]
(63, 59),(63, 56),[]
(76, 89),(76, 86),[]
(66, 60),(63, 60),[]
(49, 73),(51, 69),[]
(65, 52),(64, 49),[]
(44, 69),(45, 66),[]
(52, 59),(50, 62),[]
(76, 86),(71, 86),[]
(72, 54),(70, 57),[]
(73, 49),(71, 53),[]
(75, 54),(72, 54),[]
(69, 49),(69, 52),[]
(75, 92),(71, 93),[]
(76, 89),(76, 92),[]
(74, 81),(69, 80),[]
(71, 86),(68, 87),[]
(79, 93),(75, 92),[]
(66, 60),(69, 60),[]
(60, 86),(60, 83),[]
(85, 49),(80, 46),[]
(71, 75),(71, 80),[]
(70, 57),(60, 55),[]
(70, 65),(70, 69),[]
(79, 54),(77, 59),[]
(65, 52),(65, 56),[]
(48, 62),(52, 63),[]
(67, 96),(71, 94),[]
(52, 63),(53, 66),[]
(73, 97),(71, 93),[]
(64, 88),(64, 92),[]
(64, 49),(60, 50),[]
(69, 62),(70, 65),[]
(71, 93),(65, 82),[]
(61, 93),(69, 90),[]
(63, 85),(66, 84),[]
(63, 75),(60, 73),[]
(79, 82),(77, 79),[]
(88, 46),(85, 49),[]
(91, 42),(88, 46),[]
(60, 73),(56, 72),[]
(78, 50),(79, 54),[]
(67, 96),(60, 96),[]
(43, 65),(56, 71),[]
(92, 48),(89, 45),[]
(79, 36),(83, 38),[]
(73, 89),(73, 93),[]
