(68, 46),(69, 43),[]
(79, 43),(81, 40),[]
(66, 36),(69, 32),[]
(66, 40),(69, 42),[]
(77, 55),(85, 57),[]
(91, 27),(93, 36),[]
(98, 48),(93, 53),[(93, 50)]
(97, 45),(97, 40),[]
(91, 43),(89, 40),[]
(74, 24),(70, 32),[]
(79, 38),(87, 46),[]
(98, 24),(95, 25),[]
(78, 29),(82, 30),[]
(72, 52),(77, 55),[]
(85, 57),(91, 49),[]
(81, 46),(84, 46),[]
(82, 30),(79, 38),[]
(97, 45),(97, 48),[]
(69, 32),(79, 37),[]
(98, 38),(96, 41),[]
(96, 41),(92, 37),[]
(73, 47),(73, 42),[]
(84, 48),(84, 43),[]
(85, 33),(82, 31),[]
(88, 33),(85, 33),[]
(67, 24),(68, 28),[]
(78, 32),(81, 32),[]
(68, 28),(71, 30),[]
(75, 39),(74, 42),[]
(69, 43),(73, 34),[]
(80, 52),(79, 55),[]
(83, 51),(80, 52),[]
(70, 24),(67, 24),[]
(78, 29),(72, 29),[]
(88, 28),(91, 28),[]
(85, 37),(85, 33),[]
(83, 51),(90, 51),[]
(92, 24),(91, 27),[]
(75, 39),(75, 35),[]
(70, 24),(74, 24),[]
(74, 42),(70, 41),[]
(88, 36),(88, 41),[]
(88, 36),(88, 33),[]
(99, 27),(98, 30),[]
(93, 50),(87, 46),[]
(79, 25),(79, 29),[]
(88, 33),(92, 33),[]
(84, 26),(82, 30),[]
(95, 29),(98, 29),[]
(81, 46),(73, 46),[]
(95, 29),(91, 29),[]
(84, 48),(84, 51),[]
(85, 37),(85, 44),[]
(78, 32),(70, 32),[]
(95, 25),(92, 25),[]
(93, 36),(85, 44),[]
(98, 30),(96, 35),[]
(96, 35),(93, 35),[]
