(75, 37):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(76, 13):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(66, 6):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(99, 42):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(93, 26):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 10):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(76, 22):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(97, 16):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(86, 31):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(97, 14):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(86, 33):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(97, 11):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(99, 31):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(59, 0):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(86, 38):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(78, 48):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(78, 49):  	connectivity: 2,  	local depth: 14,  	global depth: 33
(99, 28):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(78, 52):  	connectivity: 1,  	local depth: 11,  	global depth: 42
(79, 25):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(89, 33):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(94, 36):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 53):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(82, 25):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(80, 10):  	connectivity: 1,  	local depth: 8,  	global depth: 51
(85, 17):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 13):  	connectivity: 2,  	local depth: 9,  	global depth: 42
(79, 44):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(70, 11):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(79, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 14):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(94, 21):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 38):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(95, 34):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(72, 37):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(98, 34):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(73, 10):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(80, 30):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(83, 21):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(82, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(72, 41):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(63, 6):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(95, 33):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(85, 38):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(73, 15):  	connectivity: 2,  	local depth: 11,  	global depth: 11
(80, 37):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(63, 9):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(85, 41):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 31):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(96, 31):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(73, 20):  	connectivity: 2,  	local depth: 11,  	global depth: 35
(96, 30):  	connectivity: 2,  	local depth: 16,  	global depth: 31
(81, 13):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(83, 30):  	connectivity: 2,  	local depth: 8,  	global depth: 8
(80, 43):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(81, 18):  	connectivity: 2,  	local depth: 9,  	global depth: 13
(96, 24):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(73, 27):  	connectivity: 2,  	local depth: 19,  	global depth: 27
(84, 10):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(70, 44):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(84, 13):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(71, 23):  	connectivity: 2,  	local depth: 17,  	global depth: 30
(74, 14):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 20):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(81, 38):  	connectivity: 3,  	local depth: 17,  	global depth: 26
(77, 10):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 13):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(98, 11):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(62, 3):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(74, 28):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(71, 41):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(74, 29):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(87, 25):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(84, 44):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(71, 49):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(90, 22):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(77, 26):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(88, 10):  	connectivity: 1,  	local depth: 8,  	global depth: 47
(88, 11):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(88, 13):  	connectivity: 1,  	local depth: 8,  	global depth: 17
(74, 47):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(88, 16):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(88, 17):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(99, 56):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(95, 43):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(68, 3):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(88, 20):  	connectivity: 2,  	local depth: 12,  	global depth: 38
(93, 38):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(75, 30):  	connectivity: 1,  	local depth: 8,  	global depth: 12
(97, 49):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(91, 16):  	connectivity: 2,  	local depth: 4,  	global depth: 4
