(31, 57):  	connectivity: 2,  	local depth: 14,  	global depth: 23
(21, 58):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(42, 23):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(22, 64):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(5, 44):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(41, 53):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(29, 34):  	connectivity: 1,  	local depth: 8,  	global depth: 38
(13, 60):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(31, 61):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(42, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(31, 62):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(22, 35):  	connectivity: 1,  	local depth: 8,  	global depth: 26
(28, 45):  	connectivity: 2,  	local depth: 11,  	global depth: 26
(18, 27):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(29, 38):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(41, 61):  	connectivity: 2,  	local depth: 9,  	global depth: 9
(8, 9):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(16, 19):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(38, 29):  	connectivity: 3,  	local depth: 12,  	global depth: 45
(29, 42):  	connectivity: 2,  	local depth: 9,  	global depth: 31
(30, 30):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(16, 20):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(15, 61):  	connectivity: 3,  	local depth: 5,  	global depth: 5
(42, 38):  	connectivity: 1,  	local depth: 8,  	global depth: 8
(28, 50):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 17):  	connectivity: 1,  	local depth: 13,  	global depth: 22
(27, 18):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 19):  	connectivity: 1,  	local depth: 11,  	global depth: 65
(38, 33):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(5, 55):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(27, 61):  	connectivity: 2,  	local depth: 6,  	global depth: 6
(27, 22):  	connectivity: 3,  	local depth: 12,  	global depth: 16
(39, 57):  	connectivity: 1,  	local depth: 5,  	global depth: 5
