(71, 50):  	connectivity: 2,  	local depth: 13,  	global depth: 13
(61, 43):  	connectivity: 3,  	local depth: 25,  	global depth: 171
(57, 15):  	connectivity: 3,  	local depth: 19,  	global depth: 217
(70, 18):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(64, 43):  	connectivity: 1,  	local depth: 10,  	global depth: 19
(51, 45):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(57, 27):  	connectivity: 1,  	local depth: 16,  	global depth: 233
(77, 44):  	connectivity: 2,  	local depth: 14,  	global depth: 14
(64, 50):  	connectivity: 3,  	local depth: 10,  	global depth: 14
(77, 49):  	connectivity: 1,  	local depth: 8,  	global depth: 16
(67, 43):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(77, 53):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(67, 46):  	connectivity: 3,  	local depth: 10,  	global depth: 10
(77, 56):  	connectivity: 3,  	local depth: 10,  	global depth: 10
(67, 50):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(57, 49):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(70, 46):  	connectivity: 2,  	local depth: 10,  	global depth: 10
(66, 38):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(71, 30):  	connectivity: 2,  	local depth: 24,  	global depth: 213
(79, 22):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(69, 14):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(49, 49):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 27):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(71, 37):  	connectivity: 1,  	local depth: 8,  	global depth: 22
(53, 38):  	connectivity: 2,  	local depth: 9,  	global depth: 17
(78, 59):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(60, 61):  	connectivity: 1,  	local depth: 10,  	global depth: 19
(72, 13):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 35):  	connectivity: 2,  	local depth: 17,  	global depth: 283
(46, 55):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(79, 38):  	connectivity: 1,  	local depth: 11,  	global depth: 315
(59, 24):  	connectivity: 3,  	local depth: 20,  	global depth: 201
(44, 60):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 34):  	connectivity: 2,  	local depth: 19,  	global depth: 281
(72, 23):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(69, 37):  	connectivity: 3,  	local depth: 20,  	global depth: 185
(56, 42):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(69, 38):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 31):  	connectivity: 3,  	local depth: 25,  	global depth: 171
(53, 57):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(53, 58):  	connectivity: 3,  	local depth: 10,  	global depth: 14
(59, 34):  	connectivity: 1,  	local depth: 8,  	global depth: 343
(75, 20):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 59):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(59, 40):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(72, 37):  	connectivity: 1,  	local depth: 16,  	global depth: 217
(69, 50):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(75, 27):  	connectivity: 1,  	local depth: 16,  	global depth: 263
(69, 53):  	connectivity: 1,  	local depth: 8,  	global depth: 16
(62, 34):  	connectivity: 2,  	local depth: 12,  	global depth: 311
(75, 30):  	connectivity: 3,  	local depth: 23,  	global depth: 231
(73, 14):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(49, 13):  	connectivity: 1,  	local depth: 11,  	global depth: 279
(59, 47):  	connectivity: 2,  	local depth: 17,  	global depth: 201
(65, 23):  	connectivity: 1,  	local depth: 16,  	global depth: 229
(65, 24):  	connectivity: 2,  	local depth: 22,  	global depth: 189
(69, 56):  	connectivity: 1,  	local depth: 10,  	global depth: 14
(75, 33):  	connectivity: 3,  	local depth: 19,  	global depth: 253
(69, 57):  	connectivity: 3,  	local depth: 5,  	global depth: 5
(59, 52):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(73, 22):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(72, 53):  	connectivity: 2,  	local depth: 12,  	global depth: 12
(75, 41):  	connectivity: 2,  	local depth: 9,  	global depth: 17
(76, 16):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(75, 46):  	connectivity: 2,  	local depth: 12,  	global depth: 12
(55, 31):  	connectivity: 2,  	local depth: 19,  	global depth: 199
(47, 59):  	connectivity: 2,  	local depth: 4,  	global depth: 4
(58, 19):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(72, 61):  	connectivity: 1,  	local depth: 7,  	global depth: 7
(66, 13):  	connectivity: 2,  	local depth: 22,  	global depth: 239
(55, 34):  	connectivity: 2,  	local depth: 12,  	global depth: 229
(62, 54):  	connectivity: 1,  	local depth: 10,  	global depth: 19
(68, 30):  	connectivity: 3,  	local depth: 20,  	global depth: 197
(52, 46):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(66, 14):  	connectivity: 1,  	local depth: 5,  	global depth: 5
(52, 47):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 17):  	connectivity: 2,  	local depth: 17,  	global depth: 263
(55, 38):  	connectivity: 1,  	local depth: 8,  	global depth: 261
(50, 56):  	connectivity: 1,  	local depth: 11,  	global depth: 233
(66, 20):  	connectivity: 2,  	local depth: 14,  	global depth: 289
(50, 60):  	connectivity: 1,  	local depth: 10,  	global depth: 19
(61, 19):  	connectivity: 1,  	local depth: 3,  	global depth: 3
(66, 25):  	connectivity: 2,  	local depth: 11,  	global depth: 317
(68, 43):  	connectivity: 2,  	local depth: 27,  	global depth: 177
(58, 37):  	connectivity: 1,  	local depth: 8,  	global depth: 22
(74, 22):  	connectivity: 2,  	local depth: 9,  	global depth: 347
